sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
21146,/player/21146/michael-carrick/120002/,M. Carrick,Michael Carrick,29,England,Manchester United,[England] Premier Le,CM,81,74kg / 163lbs,Right,80,CM,0,"Jan 1, 2006",N/A,€6.5M,€60K,€0,364,76,63,73,85,67,382,74,64,75,86,83,328,62,65,58,80,63,380,78,72,79,75,76,386,72,86,71,79,78,,217,71,74,72,60,13,12,15,9,2117,440,4,2,Medium,High,3,64,70,81,75,75,75
39943,/player/39943/ji-sung-park/120002/,J. Park,Ji Sung Park,30,Korea Republic,Manchester United,[England] Premier Le,RM,81,73kg / 161lbs,Right,80,RM,0,"Jan 1, 2005",N/A,€6.5M,€60K,€0,374,79,73,68,80,74,349,84,65,53,64,83,403,79,79,83,84,78,328,72,44,92,59,61,304,39,31,81,77,76,,96,41,32,23,50,6,15,14,9,1904,408,3,3,High,High,3,79,71,75,83,37,63
138782,/player/138782/darren-fletcher/120002/,D. Fletcher,Darren Fletcher,27,Scotland,Manchester United,[England] Premier Le,CM,82,83kg / 183lbs,Right,83,CM,1,"Jan 1, 2001",N/A,€8M,€60K,€0,374,80,64,86,85,59,340,70,64,46,82,78,353,71,78,62,83,59,393,77,76,91,77,72,373,89,85,65,78,56,,240,80,83,77,47,9,15,9,8,2120,459,3,2,Medium,High,3,75,68,79,72,82,83
177765,/player/177765/papiss-demba-cisse/120002/,P. Cissé,Papiss Demba Cissé,26,Senegal,Newcastle United,[England] Premier Le,ST,84,73kg / 161lbs,Right,81,ST,3,"Jan 1, 2012",N/A,€11.5M,€50K,€0,384,65,87,77,73,82,342,76,75,50,59,82,408,81,80,83,84,80,363,77,83,66,72,65,298,50,29,83,66,70,,48,12,18,18,50,7,9,12,11,1893,396,4,3,Medium,Medium,2,80,79,67,79,24,67
50542,/player/50542/jermain-defoe/120002/,J. Defoe,Jermain Defoe,28,England,Tottenham Hotspur,[England] Premier Le,ST,81,65kg / 143lbs,Right,80,ST,0,"Jan 1, 2009",N/A,€8.5M,€50K,€0,357,53,88,67,67,82,332,80,62,70,42,78,418,86,86,82,75,89,387,87,78,78,62,82,298,62,18,79,70,69,,52,23,19,10,47,6,13,9,12,1891,403,3,2,Medium,Medium,3,86,85,61,80,24,67
152747,/player/152747/aaron-lennon/120002/,A. Lennon,Aaron Lennon,24,England,Tottenham Hotspur,[England] Premier Le,RW,84,63kg / 139lbs,Right,82,RW,3,"Jan 1, 2005",N/A,€10.5M,€60K,€0,320,79,68,27,77,69,339,82,62,54,53,88,458,96,95,94,79,94,319,61,64,86,52,56,311,56,36,79,79,61,,55,18,23,14,50,13,6,15,10,1852,402,3,4,High,Medium,2,95,64,72,85,24,62
11983,/player/11983/brad-friedel/120002/,B. Friedel,Brad Friedel,40,United States,Tottenham Hotspur,[England] Premier Le,GK,81,92kg / 203lbs,Right,81,GK,0,"Jan 1, 2011",N/A,€0,€20K,€0,87,17,18,18,24,10,98,17,18,19,22,22,273,45,39,67,80,42,236,28,50,61,78,19,146,62,15,11,35,23,,32,10,11,11,406,76,84,84,81,1278,448,2,1,Medium,Medium,2,76,84,81,81,42,84
163699,/player/163699/stephane-sessegnon/120002/,S. Sessègnon,Stéphane Sessègnon,27,Benin,Sunderland,[England] Premier Le,CAM,84,74kg / 163lbs,Right,81,CAM,3,"Jan 1, 2011",N/A,€11.5M,€50K,€0,366,77,74,67,80,68,389,86,75,70,76,82,426,86,85,85,80,90,392,79,76,85,78,74,355,75,44,83,77,76,,144,44,52,48,51,6,13,10,10,2123,450,5,4,Medium,Low,2,85,75,77,85,49,79
46815,/player/46815/brede-hangeland/120002/,B. Hangeland,Brede Hangeland,30,Norway,Fulham,[England] Premier Le,CB,83,92kg / 203lbs,Right,80,CB,2,"Jan 1, 2007",N/A,€6.5M,€50K,€0,294,42,40,84,69,59,270,39,38,59,61,73,265,52,65,38,82,28,317,73,37,69,90,48,297,80,86,40,48,43,,246,83,85,78,50,7,13,8,13,1739,379,3,2,Medium,Medium,3,59,49,56,51,84,80
176949,/player/176949/bryan-ruiz/120002/,B. Ruíz,Bryan Ruíz,25,Costa Rica,Fulham,[England] Premier Le,CAM,84,78kg / 172lbs,Left,81,CAM,3,"Jan 1, 2011",N/A,€11.5M,€60K,€0,395,75,79,78,83,80,389,87,75,73,67,87,365,63,72,79,76,75,363,76,56,83,78,70,304,32,32,83,83,74,,105,34,35,36,36,8,6,6,5,1957,416,4,4,Medium,Medium,3,68,77,78,85,39,69
