sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
2769,/player/2769/jose-bosingwa-da-silva/130034/,José Bosingwa,José Bosingwa da Silva,29,Portugal,Queens Park Rangers,[England] Premier Le,RWB,74,75kg / 165lbs,Right,75,RWB,0,"Aug 1, 2012",N/A,€1.6M,€9K,€0,323,76,47,67,76,57,350,75,64,62,75,74,363,75,76,75,72,65,348,70,67,79,68,64,333,76,72,61,55,69,,224,72,74,78,59,8,15,13,13,2000,422,4,3,Low,Low,2,76,57,70,74,73,72
13690,/player/13690/andrew-johnson/130034/,A. Johnson,Andrew Johnson,31,England,Queens Park Rangers,[England] Premier Le,RW,74,64kg / 141lbs,Right,75,RW,0,"Jul 1, 2012",N/A,€2.1M,€10K,€0,357,69,72,69,70,77,329,75,69,68,38,79,400,78,84,78,73,87,346,75,72,67,62,70,326,51,42,77,73,83,,76,34,23,19,62,10,15,15,9,1896,392,3,3,High,Medium,2,81,73,65,77,34,62
189059,/player/189059/jake-livermore/130034/,J. Livermore,Jake Livermore,22,England,Tottenham Hotspur,[England] Premier Le,CDM,79,76kg / 168lbs,Right,74,CDM,5,"Jul 1, 2006",N/A,€4.2M,€15K,€0,329,68,56,71,76,58,347,69,67,63,74,74,347,73,67,65,69,73,365,71,72,84,77,61,340,82,74,58,68,58,,209,64,76,69,46,8,14,9,8,1983,422,2,2,Medium,Medium,1,70,60,71,70,71,80
19292,/player/19292/james-collins/130034/,J. Collins,James Collins,28,Wales,West Ham United,[England] Premier Le,CB,74,90kg / 198lbs,Right,74,CB,0,"Aug 1, 2012",N/A,€1.8M,€9K,€0,247,37,37,80,58,35,251,37,28,63,64,59,272,63,55,40,71,43,342,79,59,65,84,55,299,85,74,33,57,50,,218,69,73,76,58,14,11,14,10,1687,358,2,2,Low,High,2,59,49,53,46,73,78
176285,/player/176285/winston-reid/130034/,W. Reid,Winston Reid,23,New Zealand,West Ham United,[England] Premier Le,CB,76,87kg / 192lbs,Right,74,CB,2,"Aug 1, 2010",N/A,€2.5M,€10K,€0,240,25,45,82,62,26,230,42,32,37,63,56,314,71,76,54,70,43,346,70,66,76,82,52,280,73,69,41,43,54,,229,76,78,75,54,12,14,9,11,1693,376,2,2,Medium,High,2,74,51,48,49,76,78
47860,/player/47860/kader-mangane/130034/,K. Mangane,Kader Mangane,29,Senegal,Sunderland,[England] Premier Le,CB,74,90kg / 198lbs,Right,74,CB,0,"Jan 1, 2012",N/A,€1.6M,€9K,€0,287,48,46,81,66,46,278,45,48,53,73,59,247,41,54,54,66,32,376,71,77,75,92,61,316,89,72,44,56,55,,211,71,72,68,52,5,8,12,12,1767,371,2,2,Medium,Medium,2,48,54,60,51,72,86
146970,/player/146970/carlos-javier-cuellar-jimenez/130034/,Carlos Cuéllar,Carlos Javier Cuéllar Jiménez,30,Spain,Sunderland,[England] Premier Le,CB,74,84kg / 185lbs,Right,74,CB,0,"Jul 1, 2012",N/A,€1.5M,€9K,€0,212,31,23,72,57,29,206,39,45,26,39,57,258,47,54,47,64,46,284,60,55,68,82,19,280,81,76,35,46,42,,233,79,79,75,54,13,13,9,7,1527,328,2,2,Low,Medium,2,51,31,45,47,77,77
163340,/player/163340/danny-graham/130034/,D. Graham,Danny Graham,26,England,Sunderland,[England] Premier Le,ST,74,87kg / 192lbs,Right,74,ST,0,"Jan 1, 2013",N/A,€2.6M,€10K,€0,341,62,78,76,66,59,291,68,56,32,63,72,323,61,65,68,74,55,385,80,72,83,76,74,296,63,21,81,59,72,,106,32,38,36,48,10,7,12,6,1790,381,3,2,High,Medium,2,63,77,61,69,36,75
164459,/player/164459/sebastian-larsson/130034/,S. Larsson,Sebastian Larsson,27,Sweden,Sunderland,[England] Premier Le,RM,76,70kg / 154lbs,Right,74,RM,2,"Jun 1, 2011",N/A,€2.7M,€10K,€0,367,86,71,63,74,73,395,73,85,88,73,76,344,57,66,71,75,75,369,80,69,76,66,78,362,81,58,69,77,77,,175,62,56,57,49,6,10,13,7,2061,420,3,3,Medium,Medium,2,62,75,78,74,59,72
172939,/player/172939/keiren-westwood/130034/,K. Westwood,Keiren Westwood,27,Republic of Ireland,Sunderland,[England] Premier Le,GK,76,86kg / 190lbs,Left,74,GK,2,"Jun 1, 2011",N/A,€1.5M,€10K,€0,88,19,10,19,27,13,83,19,10,11,22,21,254,50,33,58,65,48,225,23,61,50,72,19,148,37,21,14,36,40,,56,19,19,18,374,78,73,70,79,1228,415,3,1,Medium,Medium,1,78,73,74,79,41,70
178487,/player/178487/craig-gardner/130034/,C. Gardner,Craig Gardner,25,England,Sunderland,[England] Premier Le,CAM,78,76kg / 168lbs,Right,75,CAM,4,"Jul 1, 2011",N/A,€2.8M,€10K,€0,358,76,70,67,75,70,366,69,69,78,74,76,357,69,70,69,75,74,404,86,66,91,73,88,382,86,69,77,70,80,,210,67,71,72,55,11,8,15,13,2132,443,3,2,High,Medium,2,70,78,74,72,69,80
198489,/player/198489/james-mcclean/130034/,J. McClean,James McClean,23,Republic of Ireland,Sunderland,[England] Premier Le,LW,81,70kg / 154lbs,Left,75,LW,7,"Aug 1, 2011",N/A,€4.9M,€15K,€0,348,76,73,73,68,58,351,83,62,69,65,72,390,85,84,76,71,74,361,74,72,78,74,63,317,65,50,69,69,64,,172,58,55,59,63,5,15,14,14,2002,431,2,4,High,Medium,2,84,70,69,78,57,73
137089,/player/137089/zoltan-gera/130034/,Z. Gera,Zoltán Gera,33,Hungary,West Bromwich Albion,[England] Premier Le,RW,74,75kg / 165lbs,Right,76,RW,0,"Aug 2, 2011",N/A,€1.2M,€7K,€0,390,83,76,70,78,83,383,79,76,81,65,82,331,63,65,69,70,64,345,79,60,63,68,75,316,60,38,71,74,73,,112,35,44,33,49,13,11,6,8,1926,401,4,4,Medium,High,2,64,76,76,78,42,65
137671,/player/137671/peter-odemwingie/130034/,P. Odemwingie,Peter Odemwingie,30,Nigeria,West Bromwich Albion,[England] Premier Le,ST,74,74kg / 163lbs,Right,77,ST,0,"Aug 1, 2010",N/A,€2M,€10K,€0,360,63,77,71,75,74,354,76,73,70,58,77,383,83,77,78,78,67,384,80,79,78,71,76,321,67,32,79,63,80,,68,16,31,21,56,14,6,7,15,1926,403,3,3,High,Low,3,80,78,67,76,30,72
169216,/player/169216/shane-long/130034/,S. Long,Shane Long,25,Republic of Ireland,West Bromwich Albion,[England] Premier Le,ST,76,81kg / 179lbs,Right,74,ST,2,"Aug 1, 2011",N/A,€3.1M,€10K,€0,343,66,78,70,60,69,269,72,47,36,41,73,388,87,85,74,67,75,366,75,82,70,75,64,327,73,41,76,60,77,,84,35,26,23,50,10,12,10,9,1827,399,3,3,High,High,2,86,74,57,72,36,74
138784,/player/138784/kieran-richardson/130034/,K. Richardson,Kieran Richardson,27,England,Fulham,[England] Premier Le,LWB,75,69kg / 152lbs,Left,76,LWB,1,"Aug 1, 2012",N/A,€2.1M,€10K,€0,341,75,66,53,74,73,369,76,69,76,70,78,395,84,79,80,74,78,368,87,64,75,66,76,352,73,75,68,73,63,,231,77,78,76,40,5,8,12,6,2096,448,3,3,Medium,Medium,2,81,73,73,77,74,70
