sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
178567,/player/178567/erik-pieters/160058/,E. Pieters,Erik Pieters,26,Netherlands,Stoke City,[England] Premier Le,CB,75,86kg / 190lbs,Left,77,CB,0,"Jul 1, 2013",N/A,€3.4M,€45K,€0,278,64,32,73,75,34,324,64,67,56,64,73,329,67,69,65,71,57,309,51,68,78,76,36,349,85,76,61,62,65,,238,77,80,81,61,16,15,12,10,1888,398,2,2,Medium,Medium,2,68,40,67,67,78,78
192766,/player/192766/marc-muniesa-martinez/160058/,Marc Muniesa,Marc Muniesa Martínez,23,Spain,Stoke City,[England] Premier Le,CB,81,72kg / 159lbs,Left,75,CB,6,"Jul 2, 2013",N/A,€4.8M,€35K,€0,283,67,42,70,72,32,298,63,66,40,56,73,328,62,68,62,70,66,308,46,83,74,68,37,328,78,78,61,61,50,,229,74,78,77,67,14,12,15,10,1841,387,3,2,Medium,Medium,1,65,43,65,66,76,72
196978,/player/196978/callum-wilson/160058/,C. Wilson,Callum Wilson,23,England,AFC Bournemouth,[England] Premier Le,ST,81,66kg / 146lbs,Right,75,ST,6,"Jul 4, 2014",N/A,€6M,€35K,€0,328,52,79,62,70,65,315,73,62,45,60,75,413,93,90,81,70,79,357,69,66,77,81,64,336,73,40,77,71,75,,84,20,39,25,49,10,15,10,6,1882,414,3,3,High,Medium,1,91,73,63,75,34,78
54051,/player/54051/wayne-routledge/160058/,W. Routledge,Wayne Routledge,30,England,Swansea City,[England] Premier Le,LM,75,77kg / 170lbs,Right,75,LM,0,"Aug 1, 2011",N/A,€3.6M,€35K,€0,321,74,69,34,73,71,321,83,61,28,72,77,399,78,79,82,73,87,336,68,71,69,73,55,284,36,39,72,74,63,,113,30,37,46,59,15,11,10,15,1833,397,4,4,High,High,2,79,66,70,81,36,65
186351,/player/186351/leroy-fer/160058/,L. Fer,Leroy Fer,25,Netherlands,Swansea City,[England] Premier Le,ST,76,79kg / 174lbs,Right,76,ST,1,"Jul 5, 2016","May 31, 2016",€4.8M,€40K,€0,363,68,70,80,79,66,322,78,49,44,76,75,347,74,76,73,73,51,418,85,90,92,73,78,369,80,70,74,73,72,,205,66,70,69,61,9,8,16,14,2085,447,4,3,Medium,Low,2,75,75,72,75,70,80
198198,/player/198198/jordi-amat-maas/160058/,Jordi Amat,Jordi Amat Maas,23,Spain,Swansea City,[England] Premier Le,CB,81,83kg / 183lbs,Right,75,CB,6,"Jul 1, 2013",N/A,€4.8M,€35K,€0,233,31,34,74,66,28,243,50,40,36,52,65,315,60,68,59,70,58,365,75,78,68,79,65,270,82,71,30,59,28,,235,78,77,80,46,9,6,16,8,1707,375,3,2,Low,High,1,64,48,53,57,76,77
138726,/player/138726/joleon-lescott/160058/,J. Lescott,Joleon Lescott,32,England,Aston Villa,[England] Premier Le,CB,74,89kg / 196lbs,Left,74,CB,0,"Sep 1, 2015",N/A,€2M,€35K,€0,300,57,52,82,64,45,265,52,42,52,60,59,257,48,45,50,68,46,325,64,77,65,79,40,285,82,68,39,48,48,,232,74,78,80,47,6,6,16,7,1711,359,3,2,Medium,Medium,2,46,51,57,54,75,76
164469,/player/164469/gabriel-agbonlahor/160058/,G. Agbonlahor,Gabriel Agbonlahor,28,England,Aston Villa,[England] Premier Le,ST,74,79kg / 174lbs,Right,74,ST,0,"Oct 1, 2003",N/A,€3.4M,€50K,€0,357,70,75,76,70,66,327,76,77,46,54,74,374,86,87,75,60,66,366,77,59,79,78,73,297,79,20,67,65,66,,100,48,32,20,45,12,6,7,9,1866,417,3,3,Medium,High,2,87,74,66,74,38,78
188871,/player/188871/libor-kozak/160058/,L. Kozák,Libor Kozák,26,Czech Republic,Aston Villa,[England] Premier Le,ST,75,82kg / 181lbs,Right,74,ST,1,"Sep 2, 2013",N/A,€4M,€45K,€0,335,29,82,88,61,75,262,63,49,43,37,70,257,54,55,33,72,43,361,75,81,65,86,54,321,83,29,80,53,76,,75,25,21,29,50,11,10,8,9,1661,350,3,2,Medium,Medium,1,55,74,48,62,31,80
189280,/player/189280/ashley-westwood/160058/,A. Westwood,Ashley Westwood,25,England,Aston Villa,[England] Premier Le,CM,76,67kg / 148lbs,Right,74,CM,2,"Aug 1, 2012",N/A,€4M,€35K,€0,297,76,47,44,82,48,357,59,64,75,80,79,363,70,65,71,78,79,324,62,63,79,63,57,311,49,71,55,81,55,,194,63,67,64,51,10,13,7,8,1897,395,3,2,Medium,Medium,1,67,53,79,68,64,64
210930,/player/210930/carles-gil-d-vicent/160058/,Carles Gil,Carles Gil d. Vicent,22,Spain,Aston Villa,[England] Premier Le,CAM,80,65kg / 143lbs,Left,76,CAM,6,"Jan 13, 2015",N/A,€4.6M,€30K,€0,313,65,62,34,81,71,368,83,68,58,76,83,354,69,69,75,65,76,309,63,60,65,54,67,303,41,40,75,77,70,,118,36,43,39,58,12,15,9,6,1823,382,3,3,High,Low,1,69,65,74,81,39,54
207948,/player/207948/bertrand-traore/160058/,B. Traoré,Bertrand Traoré,19,Burkina Faso,Chelsea,[England] Premier Le,CAM,85,72kg / 159lbs,Left,76,CAM,11,"Jan 1, 2014",N/A,€5.5M,€50K,€0,347,69,74,55,73,76,366,77,75,65,69,80,400,86,83,82,75,74,366,78,68,73,71,76,318,69,39,70,74,66,,79,30,26,23,50,11,7,13,12,1926,412,3,4,Medium,Low,1,84,75,72,78,32,71
195668,/player/195668/joel-robles-blazquez/160058/,Joel Robles,Joel Robles Blázquez,25,Spain,Everton,[England] Premier Le,GK,76,90kg / 198lbs,Right,74,GK,2,"Jul 9, 2013",N/A,€3.4M,€35K,€0,63,12,11,12,15,13,97,15,11,20,26,25,256,49,52,47,67,41,213,36,64,30,72,11,114,23,22,16,38,15,,40,15,11,14,374,76,74,74,75,1157,425,2,1,Medium,Medium,1,76,74,75,75,51,74
205185,/player/205185/tiago-almeida-ilori/160058/,Ilori,Tiago Almeida Ilori,22,Portugal,Liverpool,[England] Premier Le,CB,77,80kg / 176lbs,Right,74,CB,3,"Sep 2, 2013",N/A,€3.7M,€50K,€0,233,35,39,72,59,28,246,52,31,33,63,67,324,67,70,61,73,53,291,43,70,68,76,34,255,61,78,32,43,41,,233,78,79,76,50,7,10,11,15,1632,364,3,2,Medium,Medium,1,69,38,49,59,78,71
213296,/player/213296/nabil-bentaleb/160058/,N. Bentaleb,Nabil Bentaleb,20,Algeria,Tottenham Hotspur,[England] Premier Le,CM,82,68kg / 150lbs,Left,75,CM,8,"Feb 1, 2012",N/A,€4.3M,€35K,€0,311,62,58,48,80,63,351,76,67,56,75,77,337,70,57,75,67,68,349,74,54,78,71,72,355,76,77,68,76,58,,197,69,70,58,59,9,10,9,15,1959,417,3,2,Medium,Medium,1,63,65,73,75,68,73
189615,/player/189615/aaron-cresswell/160058/,A. Cresswell,Aaron Cresswell,25,England,West Ham United,[England] Premier Le,LB,76,66kg / 146lbs,Left,74,LB,2,"Jul 3, 2014",N/A,€3.3M,€35K,€0,302,80,53,58,71,40,351,73,70,69,68,71,392,79,78,78,67,90,353,71,85,79,56,62,320,68,67,60,66,59,,229,76,75,78,51,14,7,9,12,1998,418,3,2,High,Medium,1,78,58,71,73,72,66
