sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
164769,/player/164769/steven-fletcher/150059/,S. Fletcher,Steven Fletcher,27,Scotland,Sunderland,[England] Premier Le,ST,76,76kg / 168lbs,Left,76,ST,0,"Aug 1, 2012",N/A,€6M,€70K,€0,351,54,81,85,66,65,265,69,35,30,56,75,361,69,73,77,77,65,379,76,80,78,79,66,305,55,35,79,66,70,,68,22,21,25,56,12,9,15,8,1785,383,3,2,Medium,Low,2,71,76,59,72,31,74
183465,/player/183465/jack-rodwell/150059/,J. Rodwell,Jack Rodwell,23,England,Sunderland,[England] Premier Le,CM,82,71kg / 157lbs,Right,76,CM,6,"Aug 5, 2014",N/A,€5M,€50K,€0,358,67,68,78,80,65,340,76,65,46,77,76,352,68,74,75,73,62,393,79,78,82,77,77,347,72,75,73,77,50,,214,72,72,70,52,8,9,10,11,2056,441,4,3,Medium,High,2,71,71,74,75,73,77
45842,/player/45842/jonas-olsson/150059/,J. Olsson,Jonas Olsson,31,Sweden,West Bromwich Albion,[England] Premier Le,CB,76,84kg / 185lbs,Left,76,CB,0,"Aug 1, 2008",N/A,€3.4M,€50K,€0,315,59,55,79,73,49,294,46,58,59,68,63,259,50,54,34,79,42,328,60,68,62,82,56,313,81,79,49,54,50,,222,74,76,72,57,8,11,13,10,1788,374,3,2,Medium,Medium,2,52,55,64,51,76,76
179544,/player/179544/youssouf-mulumbu/150059/,Y. Mulumbu,Youssouf Mulumbu,27,Congo DR,West Bromwich Albion,[England] Premier Le,CDM,76,76kg / 168lbs,Right,76,CDM,0,"Jul 1, 2009",N/A,€4.7M,€60K,€0,281,57,61,62,80,21,310,73,43,52,69,73,353,68,67,66,76,76,364,71,68,86,78,61,347,78,83,65,65,56,,227,72,81,74,64,15,14,11,11,1946,425,4,2,Medium,High,2,67,61,68,73,76,80
157665,/player/157665/scott-dann/150059/,S. Dann,Scott Dann,27,England,Crystal Palace,[England] Premier Le,CB,76,79kg / 174lbs,Right,76,CB,0,"Jan 31, 2014",N/A,€4.9M,€60K,€0,238,29,33,80,68,28,223,37,29,28,64,65,287,49,55,50,77,56,306,51,68,74,82,31,266,72,76,35,54,29,,232,79,78,75,42,5,9,6,8,1594,346,3,2,Low,Medium,2,52,36,53,50,78,77
51257,/player/51257/peter-crouch/150059/,P. Crouch,Peter Crouch,33,England,Stoke City,[England] Premier Le,ST,76,84kg / 185lbs,Right,75,ST,0,"Aug 1, 2011",N/A,€3.6M,€45K,€0,373,58,76,82,78,79,313,68,56,49,62,78,271,52,54,56,80,29,319,74,34,70,71,70,325,73,22,81,74,75,,80,30,25,25,53,12,13,9,13,1734,365,3,3,Medium,Medium,3,53,75,68,68,32,69
169706,/player/169706/jack-cork/150059/,J. Cork,Jack Cork,25,England,Swansea City,[England] Premier Le,CDM,78,69kg / 152lbs,Right,76,CDM,2,"Jan 30, 2015",N/A,€4.9M,€50K,€0,315,56,53,68,79,59,286,72,38,23,77,76,347,65,65,70,76,71,321,56,68,81,72,44,330,69,78,64,73,46,,222,70,77,75,47,12,10,5,5,1868,405,4,2,Medium,High,1,65,52,68,73,74,73
186805,/player/186805/jefferson-montero/150059/,J. Montero,Jefferson Montero,24,Ecuador,Swansea City,[England] Premier Le,LW,78,70kg / 154lbs,Right,76,LW,2,"Jul 24, 2014",N/A,€5.5M,€50K,€0,316,67,69,46,71,63,360,82,71,63,65,79,401,89,88,84,69,71,354,75,69,74,69,67,273,39,24,72,71,67,,85,23,37,25,56,10,10,14,11,1845,401,4,4,High,High,1,88,70,69,80,30,64
156722,/player/156722/mathieu-flamini/150059/,M. Flamini,Mathieu Flamini,30,France,Arsenal,[England] Premier Le,CDM,75,67kg / 148lbs,Right,75,CDM,0,"Aug 29, 2013",N/A,€2.3M,€50K,€0,340,69,57,69,75,70,332,69,64,55,70,74,360,68,67,70,73,82,365,77,69,81,73,65,354,84,75,68,67,60,,231,77,78,76,33,6,11,5,6,2015,425,3,2,Medium,High,2,67,64,70,71,76,77
163423,/player/163423/abou-diaby/150059/,A. Diaby,Abou Diaby,28,France,Arsenal,[England] Premier Le,CAM,75,76kg / 168lbs,Right,75,CAM,0,"Jan 13, 2006",N/A,€2.8M,€70K,€0,355,68,64,76,73,74,347,78,62,57,71,79,353,73,77,74,73,56,375,83,65,73,85,69,370,76,71,74,76,73,,213,68,73,72,49,12,6,8,11,2062,443,3,3,Medium,Medium,3,75,70,71,77,71,79
