sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
190868,/player/190868/kevin-theophile-catherine/140052/,K. Théophile-Catherine,Kévin Théophile-Catherine,23,France,Cardiff City,[England] Premier Le,RB,75,77kg / 170lbs,Right,72,RB,3,"Aug 31, 2013",N/A,€2M,€15K,€0,269,62,38,71,73,25,290,66,59,28,68,69,352,72,76,63,71,70,317,52,70,74,74,47,295,77,72,36,66,44,,216,69,74,73,36,8,5,8,10,1775,395,3,2,High,Medium,1,74,42,66,67,72,74
198717,/player/198717/wilfried-zaha/140052/,W. Zaha,Wilfried Zaha,20,England,Cardiff City,[England] Premier Le,RW,81,66kg / 146lbs,Right,74,RW,9,"Jan 1, 2013",N/A,€2.1M,€15K,€0,291,67,72,42,60,50,318,82,52,50,53,81,403,85,85,84,70,79,319,67,50,78,65,59,278,61,22,71,59,65,,93,26,29,38,56,14,9,10,9,1758,388,3,4,Medium,Low,1,85,67,59,81,29,67
200841,/player/200841/carl-jenkinson/140052/,C. Jenkinson,Carl Jenkinson,21,England,Arsenal,[England] Premier Le,RB,79,77kg / 170lbs,Right,71,RB,8,"Jun 8, 2011",N/A,€1.1M,€30K,€0,299,73,40,59,68,59,309,67,59,51,63,69,353,80,80,64,65,64,325,71,64,78,72,40,305,64,71,61,61,48,,221,73,74,74,60,11,14,10,11,1872,406,3,2,High,High,2,80,49,66,67,72,72
183130,/player/183130/marc-albrighton/140052/,M. Albrighton,Marc Albrighton,23,England,Aston Villa,[England] Premier Le,RW,76,67kg / 148lbs,Right,72,RW,5,"Nov 1, 2006",N/A,€1.5M,€20K,€0,323,81,69,36,64,73,349,80,79,60,57,73,372,81,80,77,59,75,292,69,40,76,39,68,286,69,39,58,61,59,,77,25,31,21,56,14,8,14,13,1755,374,3,3,High,High,2,80,68,66,76,30,54
189403,/player/189403/nathan-baker/140052/,N. Baker,Nathan Baker,22,England,Aston Villa,[England] Premier Le,CB,77,82kg / 181lbs,Left,71,CB,6,"Sep 1, 2008",N/A,€1.1M,€15K,€0,210,43,29,71,38,29,167,25,40,25,39,38,255,56,55,46,66,32,297,60,69,62,81,25,248,86,72,22,26,42,,223,69,75,79,46,10,5,8,10,1446,309,2,2,Low,High,1,55,35,36,33,73,77
199157,/player/199157/antonio-manuel-luna-rodriguez/140052/,Luna,Antonio Manuel Luna Rodriguez,22,Spain,Aston Villa,[England] Premier Le,LB,77,68kg / 150lbs,Left,71,LB,6,"Jul 1, 2013",N/A,€1.1M,€15K,€0,310,69,58,59,69,55,304,68,57,44,62,73,362,77,80,69,67,69,369,77,81,85,73,53,313,81,71,60,59,42,,207,63,71,73,46,6,12,15,8,1911,419,3,2,High,Medium,1,79,60,64,70,68,78
193949,/player/193949/magaye-gueye/140052/,M. Gueye,Magaye Gueye,22,Senegal,Everton,[England] Premier Le,LW,76,73kg / 161lbs,Left,72,LW,5,"Jun 30, 2010",N/A,€1.3M,€15K,€0,328,75,70,54,72,57,347,75,70,66,61,75,355,72,76,74,62,71,352,75,71,69,69,68,284,50,37,68,70,59,,95,27,40,28,50,11,12,9,7,1811,388,2,3,High,Medium,1,74,69,70,74,36,65
165735,/player/165735/brad-jones/140052/,B. Jones,Brad Jones,31,Australia,Liverpool,[England] Premier Le,GK,71,76kg / 168lbs,Left,71,GK,0,"Aug 17, 2010",N/A,€475K,€20K,€0,127,25,25,25,27,25,121,25,25,25,25,21,234,52,64,25,63,30,228,23,70,40,70,25,151,39,22,25,31,34,,75,25,25,25,355,74,67,69,75,1291,414,2,1,Medium,Medium,1,74,67,70,75,59,69
191648,/player/191648/maya-yoshida/140052/,M. Yoshida,Maya Yoshida,24,Japan,Southampton,[England] Premier Le,CB,74,78kg / 172lbs,Right,71,CB,3,"Aug 30, 2012",N/A,€1.2M,€15K,€0,244,22,33,74,60,55,245,60,37,32,54,62,348,72,72,72,70,62,324,49,85,75,75,40,280,65,72,41,49,53,,213,68,74,71,50,11,15,5,12,1704,367,4,2,Medium,Medium,1,72,40,47,62,72,74
53353,/player/53353/roger-johnson/140052/,R. Johnson,Roger Johnson,30,England,West Ham United,[England] Premier Le,CB,71,78kg / 172lbs,Right,71,CB,0,"Jul 1, 2011",N/A,€700K,€20K,€0,228,32,30,77,64,25,225,38,28,43,55,61,311,64,68,59,67,53,284,50,61,69,82,22,263,74,72,38,44,35,,210,68,71,71,46,9,5,10,11,1567,344,3,2,Medium,High,2,66,33,49,49,71,76
100978,/player/100978/derek-boateng/140052/,D. Boateng,Derek Boateng,30,Ghana,Fulham,[England] Premier Le,CB,71,78kg / 172lbs,Right,72,CB,0,"May 22, 2013",N/A,€625K,€20K,€0,301,57,47,64,71,62,304,67,57,42,65,73,347,75,67,65,72,68,391,82,77,84,81,67,331,83,72,66,58,52,,208,62,73,73,55,11,5,10,15,1937,414,3,3,Medium,Medium,2,71,60,63,69,69,82
122574,/player/122574/steven-whittaker/140052/,S. Whittaker,Steven Whittaker,29,Scotland,Norwich City,[England] Premier Le,RB,71,87kg / 192lbs,Right,71,RB,0,"Jul 20, 2012",N/A,€750K,€15K,€0,296,72,50,76,71,27,312,69,67,42,63,71,342,71,73,73,68,57,360,76,60,83,78,63,336,73,66,57,57,83,,210,67,74,69,54,14,15,5,11,1910,413,4,2,High,Medium,1,72,59,66,69,70,77
186595,/player/186595/elliott-bennett/140052/,E. Bennett,Elliott Bennett,24,England,Norwich City,[England] Premier Le,RW,74,73kg / 161lbs,Right,72,RW,3,"Jun 14, 2011",N/A,€1.4M,€15K,€0,282,74,51,37,67,53,333,72,57,72,63,69,374,85,85,75,58,71,309,69,44,66,57,73,292,45,33,75,76,63,,155,51,55,49,42,7,12,9,7,1787,389,3,3,Medium,Medium,1,85,61,69,71,47,56
156170,/player/156170/jerome-thomas/140052/,J. Thomas,Jerome Thomas,30,England,Crystal Palace,[England] Premier Le,LM,71,74kg / 163lbs,Right,71,LM,0,"Jul 10, 2013",N/A,€900K,€20K,€0,325,75,63,51,69,67,311,71,71,26,67,76,358,76,74,71,68,69,310,68,53,64,66,59,274,41,55,66,72,40,,103,36,34,33,51,11,11,5,13,1732,377,3,4,Medium,Medium,2,75,62,68,72,40,60
157665,/player/157665/scott-dann/140052/,S. Dann,Scott Dann,26,England,Crystal Palace,[England] Premier Le,CB,72,77kg / 170lbs,Right,71,CB,1,"Jan 31, 2014",N/A,€825K,€20K,€0,242,31,40,76,65,30,220,49,29,28,59,55,278,49,47,56,70,56,318,61,67,74,73,43,258,73,73,37,46,29,,218,71,75,72,42,5,9,6,8,1576,341,3,2,Low,Medium,2,48,44,50,53,73,73
159577,/player/159577/damien-delaney/140052/,D. Delaney,Damien Delaney,31,Republic of Ireland,Crystal Palace,[England] Premier Le,CB,71,89kg / 196lbs,Left,71,CB,0,"Aug 1, 2012",N/A,€575K,€15K,€0,242,56,31,75,53,27,221,24,31,48,61,57,241,48,53,30,69,41,327,48,60,77,84,58,288,82,65,32,44,65,,216,73,73,70,47,5,13,13,10,1582,334,3,2,Medium,Medium,1,51,41,52,38,71,81
