sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
189963,/player/189963/wilfried-bony/140052/,W. Bony,Wilfried Bony,24,Côte d'Ivoire,Swansea City,[England] Premier Le,ST,84,88kg / 194lbs,Right,81,ST,3,"Jul 23, 2013",N/A,€11M,€60K,€0,354,45,82,84,68,75,319,74,66,58,45,76,373,77,71,67,81,77,425,89,84,78,94,80,333,70,38,83,65,77,,95,25,42,28,41,10,8,7,11,1940,413,4,3,Medium,Medium,2,74,82,59,74,39,85
45119,/player/45119/mikel-arteta-amatriain/140052/,Mikel Arteta,Mikel Arteta Amatriain,31,Spain,Arsenal,[England] Premier Le,CM,80,64kg / 141lbs,Right,81,CM,0,"Aug 31, 2011",N/A,€3.6M,€90K,€0,382,79,71,69,87,76,414,81,82,81,85,85,317,46,41,66,81,83,347,78,65,67,62,75,394,73,83,73,80,85,,219,75,72,72,61,14,13,10,11,2134,422,4,3,Medium,Medium,3,43,74,83,81,75,66
163419,/player/163419/bacary-sagna/140052/,B. Sagna,Bacary Sagna,30,France,Arsenal,[England] Premier Le,CB,80,72kg / 159lbs,Right,80,CB,0,"Jul 12, 2007",N/A,€4.9M,€90K,€0,334,75,48,78,78,55,329,75,65,46,68,75,376,73,75,71,81,76,376,68,90,81,76,61,336,74,77,65,62,58,,248,81,83,84,40,10,8,8,8,2039,434,4,3,Medium,Medium,3,74,56,70,75,81,78
186153,/player/186153/wojciech-szczesny/140052/,W. Szczęsny,Wojciech Szczęsny,23,Poland,Arsenal,[England] Premier Le,GK,83,84kg / 185lbs,Right,80,GK,3,"Jul 1, 2006",N/A,€6.5M,€80K,€0,131,25,25,25,31,25,131,25,25,25,35,21,267,50,40,55,76,46,196,34,38,38,61,25,161,39,25,25,25,47,,75,25,25,25,393,84,79,76,84,1354,438,3,1,Medium,Medium,2,84,79,70,84,45,76
5471,/player/5471/frank-lampard/140052/,F. Lampard,Frank Lampard,35,England,Chelsea,[England] Premier Le,CAM,80,89kg / 196lbs,Right,81,CAM,0,"Jun 14, 2001",N/A,€2.4M,€80K,€0,405,81,82,71,84,87,408,76,86,79,85,82,312,48,56,68,84,56,382,89,67,65,76,85,393,76,65,84,82,86,,182,52,65,65,59,12,14,10,8,2141,431,4,3,Medium,Medium,3,52,85,83,76,62,73
164468,/player/164468/gary-cahill/140052/,G. Cahill,Gary Cahill,27,England,Chelsea,[England] Premier Le,CB,80,86kg / 190lbs,Right,80,CB,0,"Jan 16, 2012",N/A,€6M,€80K,€0,284,28,60,86,63,47,258,58,48,27,61,64,355,69,76,70,80,60,357,63,81,68,79,66,314,78,82,45,56,53,,245,77,85,83,43,5,12,5,12,1856,405,3,2,Medium,Medium,2,73,60,52,62,82,76
177134,/player/177134/demba-ba/140052/,D. Ba,Demba Ba,28,Senegal,Chelsea,[England] Premier Le,ST,80,84kg / 185lbs,Right,80,ST,0,"Jan 4, 2013",N/A,€8.5M,€90K,€0,376,67,81,79,70,79,341,75,71,64,55,76,362,75,78,73,81,55,399,83,78,75,87,76,342,63,46,82,68,83,,122,29,48,45,42,6,10,5,6,1984,422,3,3,Medium,Medium,2,77,80,67,74,45,79
193130,/player/193130/andre-schurrle/140052/,A. Schürrle,André Schürrle,22,Germany,Chelsea,[England] Premier Le,RW,85,74kg / 163lbs,Right,82,RW,5,"Jul 1, 2013",N/A,€9.5M,€80K,€0,380,77,81,65,79,78,378,86,77,70,67,78,428,92,85,86,83,82,390,86,76,76,64,88,338,59,43,80,75,81,,98,23,36,39,51,7,11,9,12,2063,433,4,4,Medium,Medium,2,88,83,75,83,37,67
6826,/player/6826/gareth-barry/140052/,G. Barry,Gareth Barry,32,England,Everton,[England] Premier Le,CDM,80,79kg / 174lbs,Left,80,CDM,0,"Jul 8, 2014",N/A,€2.8M,€50K,€0,367,80,63,74,85,65,382,67,80,78,81,76,300,45,60,52,81,62,374,77,69,80,77,71,381,80,85,61,74,81,,235,79,79,77,48,7,13,7,12,2087,429,3,2,Medium,High,2,53,68,81,69,80,78
50327,/player/50327/steven-pienaar/140052/,S. Pienaar,Steven Pienaar,31,South Africa,Everton,[England] Premier Le,CAM,80,66kg / 146lbs,Right,81,CAM,0,"Jul 31, 2012",N/A,€5.5M,€50K,€0,357,78,69,55,83,72,394,84,74,76,75,85,399,78,69,90,75,87,347,76,60,74,63,74,363,70,69,77,85,62,,133,60,38,35,54,8,15,10,10,2047,429,4,4,High,Medium,2,73,72,80,85,52,67
53914,/player/53914/phil-jagielka/140052/,P. Jagielka,Phil Jagielka,30,England,Everton,[England] Premier Le,CB,80,83kg / 183lbs,Right,80,CB,0,"Jul 4, 2007",N/A,€4.9M,€50K,€0,278,55,30,78,71,44,266,49,55,31,66,65,318,66,67,49,74,62,374,69,90,78,83,54,312,79,84,51,39,59,,247,83,83,81,169,32,33,32,34,1964,391,3,2,Medium,High,2,67,46,58,56,83,81
192505,/player/192505/romelu-lukaku/140052/,R. Lukaku,Romelu Lukaku,20,Belgium,Everton,[England] Premier Le,ST,86,94kg / 207lbs,Left,79,ST,6,"Aug 1, 2011",N/A,€10.5M,€60K,€0,362,68,81,77,67,69,322,77,56,51,58,80,339,82,86,49,74,48,389,84,70,73,90,72,321,73,27,77,69,75,,72,25,25,22,54,8,15,7,10,1859,413,4,3,High,Medium,3,84,79,65,74,30,81
176266,/player/176266/lucas-pezzini-leiva/140052/,Lucas Leiva,Lucas Pezzini Leiva,26,Brazil,Liverpool,[England] Premier Le,CDM,82,73kg / 161lbs,Right,79,CDM,2,"May 11, 2007",N/A,€5.5M,€70K,€0,288,63,23,73,82,47,340,69,66,47,79,79,355,63,71,70,78,73,337,71,81,77,73,35,348,83,83,52,69,61,,242,80,84,78,37,10,8,5,6,1947,410,3,2,Low,High,3,67,40,73,73,81,76
138412,/player/138412/james-milner/140052/,J. Milner,James Milner,27,England,Manchester City,[England] Premier Le,RM,80,70kg / 154lbs,Right,80,RM,0,"Aug 17, 2010",N/A,€7.5M,€80K,€0,383,85,67,68,85,78,392,78,80,75,81,78,371,74,67,74,83,73,401,86,64,90,78,83,373,70,71,76,78,78,,202,66,67,69,38,8,5,9,5,2160,453,4,3,High,High,2,70,76,82,78,68,79
152554,/player/152554/gael-clichy/140052/,G. Clichy,Gaël Clichy,27,France,Manchester City,[England] Premier Le,LWB,80,65kg / 143lbs,Left,81,LWB,0,"Jul 4, 2011",N/A,€6M,€90K,€0,315,77,33,69,78,58,325,77,63,37,68,80,413,85,88,82,83,75,316,51,75,82,66,42,300,54,80,64,58,44,,249,82,82,85,42,9,10,10,5,1960,427,4,2,High,Medium,3,87,42,70,79,81,68
21146,/player/21146/michael-carrick/140052/,M. Carrick,Michael Carrick,31,England,Manchester United,[England] Premier Le,CM,80,74kg / 163lbs,Right,79,CM,0,"Aug 31, 2006",N/A,€5.5M,€90K,€0,361,72,63,73,86,67,378,71,64,75,86,82,319,53,65,58,80,63,361,78,72,74,64,73,373,67,85,65,79,77,,217,71,74,72,60,13,12,15,9,2069,425,3,2,Low,Medium,3,60,69,80,73,75,68
52091,/player/52091/patrice-evra/140052/,P. Evra,Patrice Evra,32,France,Manchester United,[England] Premier Le,LB,80,73kg / 161lbs,Left,79,LB,0,"Jan 10, 2006",N/A,€3.3M,€90K,€0,326,78,41,74,80,53,343,76,70,51,71,75,381,77,79,71,79,75,359,74,87,84,76,38,350,86,76,66,64,58,,242,77,82,83,57,15,15,14,7,2058,436,2,3,High,Medium,3,78,50,73,75,79,81
176944,/player/176944/marouane-fellaini/140052/,M. Fellaini,Marouane Fellaini,25,Belgium,Manchester United,[England] Premier Le,CDM,82,85kg / 187lbs,Right,79,CDM,2,"Sep 2, 2013",N/A,€8M,€90K,€0,382,68,73,90,78,73,331,75,60,45,72,79,334,64,73,57,79,61,396,76,71,86,91,72,384,87,77,77,80,63,,221,73,79,69,49,7,5,14,15,2097,454,3,3,Medium,Medium,3,69,73,73,74,77,88
48745,/player/48745/fabricio-coloccini/140052/,F. Coloccini,Fabricio Coloccini,31,Argentina,Newcastle United,[England] Premier Le,CB,80,83kg / 183lbs,Right,79,CB,0,"Aug 15, 2008",N/A,€4.1M,€50K,€0,315,67,43,77,71,57,322,66,57,55,71,73,341,70,68,59,81,63,361,59,86,68,79,69,302,81,83,36,45,57,,239,79,81,79,58,10,15,15,5,1938,410,4,2,Medium,Medium,3,69,52,64,68,80,77
158626,/player/158626/mathieu-debuchy/140052/,M. Debuchy,Mathieu Debuchy,27,France,Newcastle United,[England] Premier Le,RB,80,76kg / 168lbs,Right,79,RB,0,"Jan 4, 2013",N/A,€6M,€50K,€0,353,80,59,75,77,62,356,72,74,61,73,76,379,77,75,77,76,74,382,74,80,89,71,68,355,80,78,67,64,66,,237,77,81,79,49,8,9,15,10,2111,444,3,3,High,Medium,3,76,65,73,74,78,78
179527,/player/179527/loic-remy/140052/,L. Rémy,Loïc Rémy,26,France,Newcastle United,[England] Premier Le,ST,81,76kg / 168lbs,Right,79,ST,1,"Jan 1, 2013",N/A,€8.5M,€60K,€0,370,61,80,81,77,71,326,73,66,51,60,76,399,89,91,77,77,65,390,78,88,75,72,77,332,57,48,78,71,78,,68,23,24,21,60,9,10,14,12,1945,415,3,4,Medium,Medium,3,90,78,68,74,34,71
53050,/player/53050/emmanuel-adebayor/140052/,E. Adebayor,Emmanuel Adebayor,29,Togo,Tottenham Hotspur,[England] Premier Le,ST,80,82kg / 181lbs,Right,79,ST,0,"Aug 1, 2012",N/A,€8M,€80K,€0,383,57,82,85,77,82,324,81,68,43,54,78,338,68,77,65,76,52,381,81,76,70,84,70,336,69,30,79,74,84,,71,22,24,25,51,12,8,8,12,1884,404,3,4,Medium,Low,3,73,79,67,77,31,77
162240,/player/162240/moussa-dembele/140052/,M. Dembélé,Moussa Dembélé,25,Belgium,Tottenham Hotspur,[England] Premier Le,CAM,82,82kg / 181lbs,Left,80,CAM,2,"Aug 1, 2012",N/A,€10M,€70K,€0,355,64,65,67,83,76,368,86,64,54,78,86,402,85,79,85,77,76,401,84,77,82,87,71,362,75,72,70,79,66,,200,62,75,63,66,15,13,15,13,2154,465,2,4,Medium,Medium,3,82,71,75,85,69,83
