,Season,Name,Age,Age_Squared,Min,Height,Position,Aerial_duels_per90,Assists_per90,Goals_per90,League,Squad
0,2017-2018,Joe Willock,17,289,82.0,178cm, MF (CM-WM),0.0,0.0,0.0,1. Premier League,Arsenal
1,2018-2019,Joe Willock,18,324,64.0,178cm, MF (CM-WM),1.4285714285714286,0.0,0.0,1. Premier League,Arsenal
2,2019-2020,Joe Willock,19,361,857.0,178cm, MF (CM-WM),0.8421052631578947,0.11,0.11,1. Premier League,Arsenal
3,2020-2021,Joe Willock,20,400,1216.0,178cm, MF (CM-WM),4.086097388849682,0.0,0.74,1. Premier League,Newcastle Utd
4,2021-2022,Joe Willock,21,441,2038.0,178cm, MF (CM-WM),0.7079646017699115,0.0,0.09,1. Premier League,Newcastle Utd
5,2022-2023,Joe Willock,22,484,2071.0,178cm, MF (CM-WM),0.5217391304347826,0.17,0.13,1. Premier League,Newcastle Utd
0,2017-2018,Kurt Zouma,22,484,2888.0,190cm, DF (CB),3.395638629283489,0.0,0.03,1. Premier League,Stoke City
1,2018-2019,Kurt Zouma,23,529,2612.0,190cm, DF (CB),3.3793103448275863,0.07,0.07,1. Premier League,Everton
2,2019-2020,Kurt Zouma,24,576,2344.0,190cm, DF (CB),4.038461538461538,0.0,0.0,1. Premier League,Chelsea
3,2020-2021,Kurt Zouma,25,625,2029.0,190cm, DF (CB),3.7333333333333334,0.0,0.22,1. Premier League,Chelsea
4,2021-2022,Kurt Zouma,26,676,2078.0,190cm, DF (CB),2.1645021645021645,0.0,0.04,1. Premier League,West Ham
5,2022-2023,Kurt Zouma,27,729,1746.0,190cm, DF (CB),2.6288659793814433,0.0,0.1,1. Premier League,West Ham
0,2020-2021,Hakim Ziyech,27,729,1172.0,180cm," FW-MF (AM-CM, right)",0.38461538461538464,0.23,0.15,1. Premier League,Chelsea
1,2021-2022,Hakim Ziyech,28,784,1319.0,180cm," FW-MF (AM-CM, right)",0.8163265306122449,0.2,0.27,1. Premier League,Chelsea
2,2022-2023,Hakim Ziyech,29,841,607.0,180cm," FW-MF (AM-CM, right)",0.0,0.15,0.0,1. Premier League,Chelsea
0,2018-2019,Kieran Dowell,20,400,0.0,184cm, FW-MF (AM),0.9459459459459459,0.0,0.0,1. Premier League,Everton
1,2021-2022,Kieran Dowell,23,529,912.0,184cm, FW-MF (AM),0.7920792079207921,0.1,0.1,1. Premier League,Norwich City
0,2017-2018,Chris Brunt,32,1024,1920.0,180cm," DF-MF (AM-WM, left)",0.704225352112676,0.33,0.0,1. Premier League,West Brom
0,2019-2020,Rhian Brewster,19,361,0.0,177cm, FW,2.0,0.0,0.0,1. Premier League,Liverpool
1,2020-2021,Rhian Brewster,20,400,1128.0,177cm, FW,1.12,0.0,0.0,1. Premier League,Sheffield Utd
0,2019-2020,Todd Cantwell,21,441,2489.0,177cm, FW-MF (AM),0.5415162454873647,0.07,0.22,1. Premier League,Norwich City
1,2021-2022,Todd Cantwell,23,529,441.0,177cm, FW-MF (AM),1.0347801092267892,0.0,0.0,1. Premier League,Norwich City
0,2018-2019,Yan Valery,19,361,1712.0,180cm," DF-MF (FB, right)",2.210526315789474,0.05,0.11,1. Premier League,Southampton
1,2019-2020,Yan Valery,20,400,779.0,180cm," DF-MF (FB, right)",2.298850574712644,0.0,0.0,1. Premier League,Southampton
2,2020-2021,Yan Valery,21,441,103.0,180cm," DF-MF (FB, right)",6.048951048951049,0.0,0.0,1. Premier League,Southampton
3,2021-2022,Yan Valery,22,484,370.0,180cm," DF-MF (FB, right)",2.682926829268293,0.0,0.0,1. Premier League,Southampton
4,2022-2023,Yan Valery,23,529,45.0,180cm," DF-MF (FB, right)",3.374407582938389,0.0,0.0,1. Premier League,Southampton
0,2017-2018,Jamaal Lascelles,23,529,2928.0,189cm, DF (CB),3.9384615384615387,0.0,0.09,1. Premier League,Newcastle Utd
1,2018-2019,Jamaal Lascelles,24,576,2745.0,189cm, DF (CB),3.0163934426229506,0.03,0.0,1. Premier League,Newcastle Utd
2,2019-2020,Jamaal Lascelles,25,625,2076.0,189cm, DF (CB),3.16017316017316,0.0,0.04,1. Premier League,Newcastle Utd
3,2020-2021,Jamaal Lascelles,26,676,1625.0,189cm, DF (CB),2.5414364640883975,0.0,0.11,1. Premier League,Newcastle Utd
4,2021-2022,Jamaal Lascelles,27,729,2058.0,189cm, DF (CB),3.8864628820960703,0.0,0.04,1. Premier League,Newcastle Utd
5,2022-2023,Jamaal Lascelles,28,784,201.0,189cm, DF (CB),2.2727272727272725,0.0,0.0,1. Premier League,Newcastle Utd
0,2017-2018,Danny Ings,25,625,267.0,178cm, FW,1.3333333333333333,0.0,0.34,1. Premier League,Liverpool
1,2018-2019,Danny Ings,26,676,1651.0,178cm, FW,1.0382513661202186,0.16,0.38,1. Premier League,Southampton
2,2019-2020,Danny Ings,27,729,2804.0,178cm, FW,1.4423076923076923,0.06,0.71,1. Premier League,Southampton
3,2020-2021,Danny Ings,28,784,2173.0,178cm, FW,0.954356846473029,0.17,0.5,1. Premier League,Southampton
4,2021-2022,Danny Ings,29,841,1898.0,178cm, FW,1.2796208530805686,0.28,0.33,1. Premier League,Aston Villa
5,2022-2023,Danny Ings,30,900,1306.0,178cm, FW,2.665056360708535,0.0,1.03,1. Premier League,West Ham
0,2017-2018,Nathan Aké,22,484,3353.0,180cm," DF-MF (CB, left)",2.7882037533512065,0.08,0.05,1. Premier League,Bournemouth
1,2018-2019,Nathan Aké,23,529,3411.0,180cm," DF-MF (CB, left)",2.2691292875989446,0.0,0.11,1. Premier League,Bournemouth
2,2019-2020,Nathan Aké,24,576,2503.0,180cm," DF-MF (CB, left)",2.158273381294964,0.07,0.07,1. Premier League,Bournemouth
3,2020-2021,Nathan Aké,25,625,797.0,180cm," DF-MF (CB, left)",2.696629213483146,0.0,0.11,1. Premier League,Manchester City
4,2021-2022,Nathan Aké,26,676,923.0,180cm," DF-MF (CB, left)",3.5922330097087376,0.0,0.2,1. Premier League,Manchester City
5,2022-2023,Nathan Aké,27,729,1683.0,180cm," DF-MF (CB, left)",1.7112299465240641,0.0,0.0,1. Premier League,Manchester City
0,2017-2018,Florian Lejeune,26,676,2103.0,188cm, DF-MF (CB),3.5042735042735047,0.09,0.0,1. Premier League,Newcastle Utd
1,2018-2019,Florian Lejeune,27,729,1054.0,188cm, DF-MF (CB),2.64957264957265,0.0,0.0,1. Premier League,Newcastle Utd
2,2019-2020,Florian Lejeune,28,784,442.0,188cm, DF-MF (CB),1.6326530612244896,0.0,0.41,1. Premier League,Newcastle Utd
0,2017-2018,Leighton Baines,32,1024,1909.0,170cm," DF (FB, left)",0.6603773584905661,0.14,0.09,1. Premier League,Everton
1,2018-2019,Leighton Baines,33,1089,375.0,170cm," DF (FB, left)",0.47619047619047616,0.0,0.0,1. Premier League,Everton
2,2019-2020,Leighton Baines,34,1156,404.0,170cm," DF (FB, left)",1.1111111111111112,0.0,0.0,1. Premier League,Everton
0,2019-2020,Daniel Podence,23,529,289.0,165cm, FW-MF (AM-WM),0.0,0.0,0.31,1. Premier League,Wolves
1,2020-2021,Daniel Podence,24,576,1661.0,165cm, FW-MF (AM-WM),0.3783783783783784,0.11,0.16,1. Premier League,Wolves
2,2021-2022,Daniel Podence,25,625,1484.0,165cm, FW-MF (AM-WM),0.12121212121212122,0.18,0.12,1. Premier League,Wolves
3,2022-2023,Daniel Podence,26,676,1616.0,165cm, FW-MF (AM-WM),0.3333333333333333,0.0,0.33,1. Premier League,Wolves
0,2017-2018,Leroy Sané,21,441,2419.0,184cm, FW-MF (AM),0.5576208178438662,0.56,0.37,1. Premier League,Manchester City
1,2018-2019,Leroy Sané,22,484,1867.0,184cm, FW-MF (AM),0.48309178743961356,0.48,0.48,1. Premier League,Manchester City
2,2019-2020,Leroy Sané,23,529,12.0,184cm, FW-MF (AM),0.0,0.0,0.0,1. Premier League,Manchester City
0,2017-2018,Karl Darlow,26,676,900.0,185cm, GK,0.2,0.0,0.0,1. Premier League,Newcastle Utd
1,2020-2021,Karl Darlow,29,841,2250.0,185cm, GK,0.6,0.0,0.0,1. Premier League,Newcastle Utd
2,2021-2022,Karl Darlow,30,900,720.0,185cm, GK,0.25,0.0,0.0,1. Premier League,Newcastle Utd
3,2022-2023,Karl Darlow,31,961,0.0,185cm, GK,0.6,0.0,0.0,1. Premier League,Newcastle Utd
0,2019-2020,Ben Godfrey,21,441,2644.0,183cm, DF-MF (CB),2.2448979591836737,0.0,0.0,1. Premier League,Norwich City
1,2020-2021,Ben Godfrey,22,484,2685.0,183cm, DF-MF (CB),4.2460850111856825,0.07,0.0,1. Premier League,Everton
2,2021-2022,Ben Godfrey,23,529,2029.0,183cm, DF-MF (CB),1.6,0.0,0.0,1. Premier League,Everton
3,2022-2023,Ben Godfrey,24,576,703.0,183cm, DF-MF (CB),1.794871794871795,0.13,0.0,1. Premier League,Everton
0,2021-2022,Nathan Collins,20,400,1670.0,193cm," DF (CB, right)",3.064516129032258,0.0,0.11,1. Premier League,Burnley
1,2022-2023,Nathan Collins,21,441,1579.0,193cm," DF (CB, right)",1.7142857142857142,0.0,0.0,1. Premier League,Wolves
0,2017-2018,Mohamed Elneny,25,625,867.0,180cm, MF (DM),0.625,0.1,0.0,1. Premier League,Arsenal
1,2018-2019,Mohamed Elneny,26,676,380.0,180cm, MF (DM),0.47619047619047616,0.0,0.0,1. Premier League,Arsenal
2,2020-2021,Mohamed Elneny,28,784,1544.0,180cm, MF (DM),0.4069767441860465,0.0,0.06,1. Premier League,Arsenal
3,2021-2022,Mohamed Elneny,29,841,806.0,180cm, MF (DM),0.6666666666666666,0.22,0.0,1. Premier League,Arsenal
4,2022-2023,Mohamed Elneny,30,900,113.0,180cm, MF (DM),0.0,0.0,0.0,1. Premier League,Arsenal
0,2020-2021,Bertrand Traoré,24,576,2317.0,177cm," FW-MF (AM-WM, right)",1.245136186770428,0.23,0.27,1. Premier League,Aston Villa
1,2021-2022,Bertrand Traoré,25,625,220.0,177cm," FW-MF (AM-WM, right)",1.6666666666666667,0.0,0.0,1. Premier League,Aston Villa
2,2022-2023,Bertrand Traoré,26,676,122.0,177cm," FW-MF (AM-WM, right)",0.7142857142857143,0.0,1.48,1. Premier League,Aston Villa
0,2021-2022,Maxwel Cornet,24,576,1766.0,179cm, DF-FW-MF,1.2244897959183672,0.05,0.46,1. Premier League,Burnley
1,2022-2023,Maxwel Cornet,25,625,129.0,179cm, DF-FW-MF,1.4285714285714286,0.0,0.0,1. Premier League,West Ham
0,2019-2020,Arnaut Danjuma,22,484,630.0,187cm, FW-MF,0.2857142857142857,0.0,0.0,1. Premier League,Bournemouth
1,2022-2023,Arnaut Danjuma,25,625,58.0,187cm, FW-MF,0.0,0.0,1.55,1. Premier League,Tottenham
0,2019-2020,Giovani Lo Celso,23,529,1492.0,175cm, FW-MF (CM-WM),0.48192771084337344,0.12,0.0,1. Premier League,Tottenham
1,2020-2021,Giovani Lo Celso,24,576,945.0,175cm, FW-MF (CM-WM),1.3333333333333333,0.1,0.1,1. Premier League,Tottenham
2,2021-2022,Giovani Lo Celso,25,625,238.0,175cm, FW-MF (CM-WM),0.2727272727272727,0.0,0.0,1. Premier League,Tottenham
0,2017-2018,Glenn Murray,33,1089,2192.0,183cm, FW,4.713114754098361,0.0,0.49,1. Premier League,Brighton
1,2018-2019,Glenn Murray,34,1156,2508.0,183cm, FW,6.093189964157706,0.04,0.47,1. Premier League,Brighton
2,2019-2020,Glenn Murray,35,1225,797.0,183cm, FW,4.157303370786517,0.11,0.11,1. Premier League,Brighton
0,2017-2018,Georginio Wijnaldum,26,676,2387.0,175cm, MF (AM-CM-WM),0.5660377358490566,0.08,0.04,1. Premier League,Liverpool
1,2018-2019,Georginio Wijnaldum,27,729,2725.0,175cm, MF (AM-CM-WM),1.056105610561056,0.0,0.1,1. Premier League,Liverpool
2,2019-2020,Georginio Wijnaldum,28,784,2935.0,175cm, MF (AM-CM-WM),0.920245398773006,0.0,0.12,1. Premier League,Liverpool
3,2020-2021,Georginio Wijnaldum,29,841,2941.0,175cm, MF (AM-CM-WM),1.1926605504587156,0.0,0.06,1. Premier League,Liverpool
0,2017-2018,Sadio Mané,25,625,2190.0,175cm," FW-MF (AM, left)",1.1111111111111112,0.29,0.41,1. Premier League,Liverpool
1,2018-2019,Sadio Mané,26,676,3077.0,175cm," FW-MF (AM, left)",1.023391812865497,0.03,0.64,1. Premier League,Liverpool
2,2019-2020,Sadio Mané,27,729,2747.0,175cm," FW-MF (AM, left)",1.3442622950819672,0.23,0.59,1. Premier League,Liverpool
3,2020-2021,Sadio Mané,28,784,2810.0,175cm," FW-MF (AM, left)",1.1217948717948718,0.22,0.35,1. Premier League,Liverpool
4,2021-2022,Sadio Mané,29,841,2819.0,175cm," FW-MF (AM, left)",0.9584664536741214,0.06,0.51,1. Premier League,Liverpool
0,2018-2019,Josh Murphy,23,529,1817.0,173cm, FW-MF (AM-WM),0.5445544554455446,0.1,0.15,1. Premier League,Cardiff City
0,2017-2018,Aleksandar Mitrović,22,484,95.0,189cm, FW,5.454545454545454,0.0,0.95,1. Premier League,Newcastle Utd
1,2018-2019,Aleksandar Mitrović,23,529,3280.0,189cm, FW,6.456043956043956,0.08,0.3,1. Premier League,Fulham
2,2020-2021,Aleksandar Mitrović,25,625,1402.0,189cm, FW,4.551282051282051,0.19,0.19,1. Premier League,Fulham
3,2022-2023,Aleksandar Mitrović,27,729,1813.0,189cm, FW,4.626865671641791,0.05,0.55,1. Premier League,Fulham
0,2017-2018,Eric Bailly,23,529,1001.0,187cm," DF (CB, right)",1.5315315315315317,0.0,0.09,1. Premier League,Manchester Utd
1,2018-2019,Eric Bailly,24,576,638.0,187cm," DF (CB, right)",1.8309859154929577,0.0,0.0,1. Premier League,Manchester Utd
2,2019-2020,Eric Bailly,25,625,150.0,187cm," DF (CB, right)",4.705882352941177,0.0,0.0,1. Premier League,Manchester Utd
3,2020-2021,Eric Bailly,26,676,916.0,187cm," DF (CB, right)",2.3529411764705883,0.0,0.0,1. Premier League,Manchester Utd
4,2021-2022,Eric Bailly,27,729,217.0,187cm," DF (CB, right)",2.5,0.0,0.0,1. Premier League,Manchester Utd
0,2018-2019,Kepa Arrizabalaga,23,529,3240.0,189cm, GK,0.19444444444444445,0.0,0.0,1. Premier League,Chelsea
1,2019-2020,Kepa Arrizabalaga,24,576,2970.0,189cm, GK,0.15151515151515152,0.0,0.0,1. Premier League,Chelsea
2,2020-2021,Kepa Arrizabalaga,25,625,585.0,189cm, GK,0.0,0.0,0.0,1. Premier League,Chelsea
3,2021-2022,Kepa Arrizabalaga,26,676,360.0,189cm, GK,0.25,0.0,0.0,1. Premier League,Chelsea
4,2022-2023,Kepa Arrizabalaga,27,729,2025.0,189cm, GK,0.4,0.0,0.0,1. Premier League,Chelsea
0,2018-2019,Chris Mepham,20,400,850.0,191cm, DF (CB),6.835608189482135,0.11,0.0,1. Premier League,Bournemouth
1,2019-2020,Chris Mepham,21,441,912.0,191cm, DF (CB),3.2673267326732676,0.0,0.1,1. Premier League,Bournemouth
2,2022-2023,Chris Mepham,24,576,1929.0,191cm, DF (CB),2.0093457943925235,0.0,0.0,1. Premier League,Bournemouth
0,2017-2018,Robbie Brady,25,625,1277.0,178cm, DF-FW-MF (WM),0.6338028169014085,0.14,0.07,1. Premier League,Burnley
1,2018-2019,Robbie Brady,26,676,720.0,178cm, DF-FW-MF (WM),1.375,0.12,0.0,1. Premier League,Burnley
2,2019-2020,Robbie Brady,27,729,454.0,178cm, DF-FW-MF (WM),2.4,0.4,0.2,1. Premier League,Burnley
3,2020-2021,Robbie Brady,28,784,1052.0,178cm, DF-FW-MF (WM),1.623931623931624,0.09,0.09,1. Premier League,Burnley
0,2017-2018,Christopher Schindler,27,729,3265.0,188cm, DF (CB),4.187327823691461,0.03,0.0,1. Premier League,Huddersfield
1,2018-2019,Christopher Schindler,28,784,3260.0,188cm, DF (CB),3.756906077348066,0.0,0.03,1. Premier League,Huddersfield
0,2017-2018,Ryan Fraser,23,529,2004.0,163cm, FW-MF (WM),0.35874439461883406,0.13,0.22,1. Premier League,Bournemouth
1,2018-2019,Ryan Fraser,24,576,3166.0,163cm, FW-MF (WM),0.2556818181818182,0.4,0.2,1. Premier League,Bournemouth
2,2019-2020,Ryan Fraser,25,625,2067.0,163cm, FW-MF (WM),0.2608695652173913,0.17,0.04,1. Premier League,Bournemouth
3,2020-2021,Ryan Fraser,26,676,928.0,163cm, FW-MF (WM),0.48543689320388345,0.19,0.0,1. Premier League,Newcastle Utd
4,2021-2022,Ryan Fraser,27,729,1465.0,163cm, FW-MF (WM),0.3067484662576687,0.18,0.12,1. Premier League,Newcastle Utd
5,2022-2023,Ryan Fraser,28,784,313.0,163cm, FW-MF (WM),0.0,0.0,0.0,1. Premier League,Newcastle Utd
0,2017-2018,Alexandre Lacazette,26,676,2202.0,175cm, FW,1.183673469387755,0.16,0.57,1. Premier League,Arsenal
1,2018-2019,Alexandre Lacazette,27,729,2502.0,175cm, FW,1.6546762589928057,0.29,0.47,1. Premier League,Arsenal
2,2019-2020,Alexandre Lacazette,28,784,1874.0,175cm, FW,1.25,0.19,0.48,1. Premier League,Arsenal
3,2020-2021,Alexandre Lacazette,29,841,1923.0,175cm, FW,1.2616822429906542,0.09,0.61,1. Premier League,Arsenal
4,2021-2022,Alexandre Lacazette,30,900,1782.0,175cm, FW,1.0606060606060606,0.35,0.2,1. Premier League,Arsenal
0,2018-2019,Lucas Torreira,22,484,2382.0,167cm, MF (CM-DM),0.7547169811320755,0.08,0.08,1. Premier League,Arsenal
1,2019-2020,Lucas Torreira,23,529,1512.0,167cm, MF (CM-DM),0.5952380952380952,0.06,0.06,1. Premier League,Arsenal
0,2019-2020,Fikayo Tomori,21,441,1291.0,185cm," DF (CB, left)",2.3776223776223775,0.0,0.07,1. Premier League,Chelsea
1,2020-2021,Fikayo Tomori,22,484,45.0,185cm," DF (CB, left)",1.840490797546012,0.0,0.0,1. Premier League,Chelsea
0,2021-2022,Bruno Guimarães,23,529,1034.0,182cm, MF (CM-DM),1.0071667462971812,0.09,0.44,1. Premier League,Newcastle Utd
1,2022-2023,Bruno Guimarães,24,576,2027.0,182cm, MF (CM-DM),0.5777777777777777,0.18,0.13,1. Premier League,Newcastle Utd
0,2018-2019,Rúben Neves,21,441,3007.0,180cm, MF (AM-CM-DM),0.8383233532934132,0.09,0.12,1. Premier League,Wolves
1,2019-2020,Rúben Neves,22,484,3056.0,180cm, MF (AM-CM-DM),0.8235294117647058,0.06,0.06,1. Premier League,Wolves
2,2020-2021,Rúben Neves,23,529,2675.0,180cm, MF (AM-CM-DM),0.8417508417508418,0.03,0.17,1. Premier League,Wolves
3,2021-2022,Rúben Neves,24,576,2661.0,180cm, MF (AM-CM-DM),0.6418918918918919,0.07,0.14,1. Premier League,Wolves
4,2022-2023,Rúben Neves,25,625,2482.0,180cm, MF (AM-CM-DM),0.7971014492753623,0.0,0.18,1. Premier League,Wolves
0,2017-2018,Isaac Success,21,441,0.0,182cm, FW-MF,0.5454545454545454,0.0,0.0,1. Premier League,Watford
1,2018-2019,Isaac Success,22,484,1052.0,182cm, FW-MF,2.64957264957265,0.09,0.09,1. Premier League,Watford
2,2019-2020,Isaac Success,23,529,70.0,182cm, FW-MF,0.0,0.0,0.0,1. Premier League,Watford
0,2020-2021,Jamie Shackleton,20,400,461.0,182cm, MF,0.0,0.0,0.0,1. Premier League,Leeds United
1,2021-2022,Jamie Shackleton,21,441,709.0,182cm, MF,0.6329113924050632,0.0,0.0,1. Premier League,Leeds United
0,2020-2021,Mohammed Salisu,21,441,844.0,191cm," DF (CB, left)",2.234042553191489,0.0,0.0,1. Premier League,Southampton
1,2021-2022,Mohammed Salisu,22,484,2972.0,191cm," DF (CB, left)",3.0606060606060606,0.0,0.0,1. Premier League,Southampton
2,2022-2023,Mohammed Salisu,23,529,1973.0,191cm," DF (CB, left)",2.5114155251141552,0.05,0.0,1. Premier League,Southampton
0,2017-2018,Tammy Abraham,19,361,1726.0,190cm, FW,2.03125,0.05,0.26,1. Premier League,Swansea City
1,2019-2020,Tammy Abraham,21,441,2215.0,190cm, FW,3.6178861788617884,0.12,0.61,1. Premier League,Chelsea
2,2020-2021,Tammy Abraham,22,484,1040.0,190cm, FW,3.2758620689655173,0.09,0.52,1. Premier League,Chelsea
3,2021-2022,Tammy Abraham,23,529,0.0,190cm, FW,2.274052478134111,0.0,0.0,1. Premier League,Chelsea
0,2019-2020,Lukas Rupp,28,784,695.0,178cm, MF (AM),1.1756664388243334,0.0,0.0,1. Premier League,Norwich City
1,2021-2022,Lukas Rupp,30,900,769.0,178cm, MF (AM),0.5882352941176471,0.0,0.0,1. Premier League,Norwich City
0,2017-2018,Ruben Loftus-Cheek,21,441,1874.0,191cm, MF (WM),1.5384615384615383,0.14,0.1,1. Premier League,Crystal Palace
1,2018-2019,Ruben Loftus-Cheek,22,484,998.0,191cm, MF (WM),1.8918918918918919,0.18,0.54,1. Premier League,Chelsea
2,2019-2020,Ruben Loftus-Cheek,23,529,208.0,191cm, MF (WM),0.8695652173913044,0.43,0.0,1. Premier League,Chelsea
3,2020-2021,Ruben Loftus-Cheek,24,576,1969.0,191cm, MF (WM),3.5040431266846364,0.0,0.05,1. Premier League,Chelsea
4,2021-2022,Ruben Loftus-Cheek,25,625,1394.0,191cm, MF (WM),2.3225806451612905,0.13,0.0,1. Premier League,Chelsea
5,2022-2023,Ruben Loftus-Cheek,26,676,1314.0,191cm, MF (WM),1.4383561643835616,0.0,0.0,1. Premier League,Chelsea
0,2017-2018,Salomón Rondón,27,729,2767.0,189cm, FW,5.276872964169381,0.1,0.23,1. Premier League,West Brom
1,2018-2019,Salomón Rondón,28,784,2603.0,189cm, FW,5.051903114186851,0.24,0.38,1. Premier League,Newcastle Utd
2,2021-2022,Salomón Rondón,31,961,790.0,189cm, FW,4.3181818181818175,0.11,0.11,1. Premier League,Everton
3,2022-2023,Salomón Rondón,32,1024,109.0,189cm, FW,5.833333333333334,0.0,0.0,1. Premier League,Everton
0,2021-2022,Pierre Lees-Melou,28,784,2265.0,185cm, MF (CM-WM),0.5555555555555556,0.0,0.04,1. Premier League,Norwich City
0,2018-2019,Fabinho,24,576,2017.0,188cm, DF-MF (CM-DM-FB),2.410714285714286,0.09,0.04,1. Premier League,Liverpool
1,2019-2020,Fabinho,25,625,2079.0,188cm, DF-MF (CM-DM-FB),1.7748917748917747,0.13,0.09,1. Premier League,Liverpool
2,2020-2021,Fabinho,26,676,2567.0,188cm, DF-MF (CM-DM-FB),1.894736842105263,0.0,0.0,1. Premier League,Liverpool
3,2021-2022,Fabinho,27,729,2314.0,188cm, DF-MF (CM-DM-FB),1.6731517509727627,0.04,0.19,1. Premier League,Liverpool
4,2022-2023,Fabinho,28,784,2026.0,188cm, DF-MF (CM-DM-FB),0.9333333333333333,0.0,0.0,1. Premier League,Liverpool
0,2018-2019,Adam Masina,24,576,1004.0,189cm," DF (FB, left)",1.9642857142857144,0.09,0.0,1. Premier League,Watford
1,2019-2020,Adam Masina,25,625,1821.0,189cm," DF (FB, left)",3.316831683168317,0.0,0.05,1. Premier League,Watford
2,2021-2022,Adam Masina,27,729,1077.0,189cm," DF (FB, left)",2.4166666666666665,0.08,0.0,1. Premier League,Watford
0,2019-2020,Anwar El Ghazi,24,576,2051.0,188cm, FW-MF (AM-WM),1.3596491228070176,0.18,0.18,1. Premier League,Aston Villa
1,2020-2021,Anwar El Ghazi,25,625,1613.0,188cm, FW-MF (AM-WM),1.564245810055866,0.0,0.56,1. Premier League,Aston Villa
2,2021-2022,Anwar El Ghazi,26,676,399.0,188cm, FW-MF (AM-WM),2.3255813953488373,0.23,0.23,1. Premier League,Everton
0,2021-2022,Dejan Kulusevski,21,441,1261.0,186cm, FW-MF,1.260797342192691,0.57,0.36,1. Premier League,Tottenham
1,2022-2023,Dejan Kulusevski,22,484,1720.0,186cm, FW-MF,0.15706806282722513,0.31,0.1,1. Premier League,Tottenham
0,2017-2018,Scott McTominay,20,400,634.0,192cm," MF (DM, right)",1.5714285714285714,0.0,0.0,1. Premier League,Manchester Utd
1,2018-2019,Scott McTominay,21,441,867.0,192cm," MF (DM, right)",3.541666666666667,0.0,0.21,1. Premier League,Manchester Utd
2,2019-2020,Scott McTominay,22,484,1772.0,192cm," MF (DM, right)",2.182741116751269,0.05,0.2,1. Premier League,Manchester Utd
3,2020-2021,Scott McTominay,23,529,2129.0,192cm," MF (DM, right)",2.0253164556962027,0.04,0.17,1. Premier League,Manchester Utd
4,2021-2022,Scott McTominay,24,576,2387.0,192cm," MF (DM, right)",2.5283018867924527,0.04,0.04,1. Premier League,Manchester Utd
5,2022-2023,Scott McTominay,25,625,1126.0,192cm," MF (DM, right)",2.56,0.0,0.08,1. Premier League,Manchester Utd
0,2018-2019,Joe Bennett,28,784,2639.0,177cm," DF-MF (FB, left)",1.1604095563139931,0.03,0.0,1. Premier League,Cardiff City
0,2020-2021,Ibrahima Diallo,21,441,1020.0,179cm, MF,1.0890373848654504,0.0,0.0,1. Premier League,Southampton
1,2021-2022,Ibrahima Diallo,22,484,1023.0,179cm, MF,0.9649122807017544,0.18,0.0,1. Premier League,Southampton
2,2022-2023,Ibrahima Diallo,23,529,814.0,179cm, MF,1.6666666666666667,0.0,0.0,1. Premier League,Southampton
0,2018-2019,Juninho Bacuna,20,400,1412.0,185cm, FW-MF (CM),1.0828025477707006,0.0,0.06,1. Premier League,Huddersfield
0,2018-2019,Ryan Bennett,28,784,3060.0,188cm, DF (CB),3.5,0.0,0.03,1. Premier League,Wolves
1,2019-2020,Ryan Bennett,29,841,937.0,188cm, DF (CB),5.147236789027833,0.0,0.0,1. Premier League,Leicester City
0,2020-2021,Gareth Bale,31,961,920.0,185cm, FW-MF (AM-WM),2.2549019607843137,0.2,1.08,1. Premier League,Tottenham
0,2020-2021,Conor Townsend,27,729,2234.0,168cm," DF-MF (FB, left)",1.6935483870967742,0.08,0.0,1. Premier League,West Brom
0,2017-2018,Luciano Narsingh,26,676,625.0,178cm," FW-MF (WM, right)",0.2898550724637681,0.0,0.14,1. Premier League,Swansea City
0,2017-2018,James McArthur,29,841,2431.0,178cm, MF (CM-WM),1.4074074074074074,0.04,0.19,1. Premier League,Crystal Palace
1,2018-2019,James McArthur,30,900,3058.0,178cm, MF (CM-WM),1.3823529411764706,0.18,0.09,1. Premier League,Crystal Palace
2,2019-2020,James McArthur,31,961,3090.0,178cm, MF (CM-WM),1.2536443148688048,0.09,0.0,1. Premier League,Crystal Palace
3,2020-2021,James McArthur,32,1024,1466.0,178cm, MF (CM-WM),1.2883435582822085,0.12,0.0,1. Premier League,Crystal Palace
4,2021-2022,James McArthur,33,1089,1439.0,178cm, MF (CM-WM),1.375,0.19,0.0,1. Premier League,Crystal Palace
5,2022-2023,James McArthur,34,1156,21.0,178cm, MF (CM-WM),0.0,0.0,0.0,1. Premier League,Crystal Palace
0,2017-2018,Lucas Moura,24,576,210.0,172cm," FW-MF (AM-WM, right)",2.989130434782609,0.43,0.0,1. Premier League,Tottenham
1,2018-2019,Lucas Moura,25,625,2121.0,172cm," FW-MF (AM-WM, right)",1.4406779661016949,0.0,0.42,1. Premier League,Tottenham
2,2019-2020,Lucas Moura,26,676,2242.0,172cm," FW-MF (AM-WM, right)",2.3293172690763053,0.16,0.16,1. Premier League,Tottenham
3,2020-2021,Lucas Moura,27,729,1411.0,172cm," FW-MF (AM-WM, right)",1.4649681528662422,0.26,0.19,1. Premier League,Tottenham
4,2021-2022,Lucas Moura,28,784,1775.0,172cm," FW-MF (AM-WM, right)",2.436548223350254,0.3,0.1,1. Premier League,Tottenham
