,Season,Name,Age,Age_Squared,Min,Height,Position,Aerial_duels_per90,Assists_per90,Goals_per90,League,Squad
4,2022-2023,Matt Doherty,30,900,667.0,182cm," DF-MF (FB-WM, right)",2.7027027027027026,0.0,0.13,1. Premier League,Tottenham
0,2019-2020,Eric García,18,324,793.0,183cm, DF (CB),1.25,0.0,0.0,1. Premier League,Manchester City
1,2020-2021,Eric García,19,361,383.0,183cm, DF (CB),0.6976744186046512,0.0,0.0,1. Premier League,Manchester City
0,2017-2018,Shane Duffy,25,625,3292.0,193cm," DF-MF (CB, right)",5.245901639344262,0.03,0.0,1. Premier League,Brighton
1,2018-2019,Shane Duffy,26,676,3087.0,193cm," DF-MF (CB, right)",5.451895043731779,0.03,0.15,1. Premier League,Brighton
2,2019-2020,Shane Duffy,27,729,1238.0,193cm," DF-MF (CB, right)",4.855072463768115,0.0,0.07,1. Premier League,Brighton
3,2021-2022,Shane Duffy,29,841,1436.0,193cm," DF-MF (CB, right)",4.0625,0.0,0.06,1. Premier League,Brighton
4,2022-2023,Shane Duffy,30,900,6.0,193cm," DF-MF (CB, right)",20.0,0.0,0.0,1. Premier League,Fulham
0,2017-2018,Paul Pogba,24,576,2148.0,191cm, MF (CM-DM-WM),2.0502092050209204,0.42,0.25,1. Premier League,Manchester Utd
1,2018-2019,Paul Pogba,25,625,3006.0,191cm, MF (CM-DM-WM),1.7365269461077846,0.27,0.39,1. Premier League,Manchester Utd
2,2019-2020,Paul Pogba,26,676,1204.0,191cm, MF (CM-DM-WM),2.1641791044776117,0.22,0.07,1. Premier League,Manchester Utd
3,2020-2021,Paul Pogba,27,729,1897.0,191cm, MF (CM-DM-WM),2.6066350710900474,0.14,0.14,1. Premier League,Manchester Utd
4,2021-2022,Paul Pogba,28,784,1349.0,191cm, MF (CM-DM-WM),2.3333333333333335,0.6,0.07,1. Premier League,Manchester Utd
0,2018-2019,Adama Traoré,22,484,902.0,178cm," FW-MF (WM, right)",2.2,0.1,0.1,1. Premier League,Wolves
1,2019-2020,Adama Traoré,23,529,2605.0,178cm," FW-MF (WM, right)",1.5570934256055364,0.31,0.14,1. Premier League,Wolves
2,2020-2021,Adama Traoré,24,576,2649.0,178cm," FW-MF (WM, right)",2.482993197278912,0.07,0.07,1. Premier League,Wolves
3,2021-2022,Adama Traoré,25,625,1067.0,178cm," FW-MF (WM, right)",2.450980392156863,0.0,0.08,1. Premier League,Wolves
4,2022-2023,Adama Traoré,26,676,1275.0,178cm," FW-MF (WM, right)",2.3943661971830985,0.07,0.14,1. Premier League,Wolves
0,2018-2019,Cyrus Christie,25,625,1948.0,188cm," DF-MF (FB, right)",2.5925925925925926,0.05,0.0,1. Premier League,Fulham
1,2020-2021,Cyrus Christie,27,729,0.0,188cm," DF-MF (FB, right)",1.9134396355353076,0.0,0.0,1. Premier League,Fulham
0,2017-2018,Ashley Barnes,27,729,2165.0,183cm, FW,3.3609958506224062,0.0,0.37,1. Premier League,Burnley
1,2018-2019,Ashley Barnes,28,784,2388.0,183cm, FW,4.490566037735849,0.08,0.45,1. Premier League,Burnley
2,2019-2020,Ashley Barnes,29,841,1352.0,183cm, FW,3.8666666666666667,0.0,0.4,1. Premier League,Burnley
3,2020-2021,Ashley Barnes,30,900,1331.0,183cm, FW,4.0540540540540535,0.0,0.2,1. Premier League,Burnley
4,2021-2022,Ashley Barnes,31,961,808.0,183cm, FW,5.444444444444445,0.0,0.11,1. Premier League,Burnley
0,2017-2018,Andriy Yarmolenko,27,729,426.0,189cm," FW-MF (AM-WM, right)",0.782608695652174,0.21,0.63,1. Premier League,Dynamo Kyiv
1,2018-2019,Andriy Yarmolenko,28,784,459.0,189cm," FW-MF (AM-WM, right)",0.5882352941176471,0.0,0.39,1. Premier League,West Ham
2,2019-2020,Andriy Yarmolenko,29,841,991.0,189cm," FW-MF (AM-WM, right)",0.36363636363636365,0.09,0.45,1. Premier League,West Ham
3,2020-2021,Andriy Yarmolenko,30,900,375.0,189cm," FW-MF (AM-WM, right)",0.9523809523809523,0.24,0.0,1. Premier League,West Ham
4,2021-2022,Andriy Yarmolenko,31,961,316.0,189cm," FW-MF (AM-WM, right)",1.4285714285714286,0.0,0.28,1. Premier League,West Ham
0,2017-2018,Declan Rice,18,324,1430.0,185cm, DF-MF (CM-DM),1.949685534591195,0.0,0.0,1. Premier League,West Ham
1,2018-2019,Declan Rice,19,361,3003.0,185cm, DF-MF (CM-DM),1.6167664670658684,0.0,0.06,1. Premier League,West Ham
2,2019-2020,Declan Rice,20,400,3420.0,185cm, DF-MF (CM-DM),1.3421052631578947,0.08,0.03,1. Premier League,West Ham
3,2020-2021,Declan Rice,21,441,2879.0,185cm, DF-MF (CM-DM),1.34375,0.03,0.06,1. Premier League,West Ham
4,2021-2022,Declan Rice,22,484,3179.0,185cm, DF-MF (CM-DM),1.189801699716714,0.11,0.03,1. Premier League,West Ham
5,2022-2023,Declan Rice,23,529,2700.0,185cm, DF-MF (CM-DM),1.1,0.03,0.07,1. Premier League,West Ham
0,2019-2020,Tyrick Mitchell,19,361,195.0,175cm," DF (FB, left)",0.0,0.0,0.0,1. Premier League,Crystal Palace
1,2020-2021,Tyrick Mitchell,20,400,1710.0,175cm," DF (FB, left)",0.5789473684210527,0.05,0.05,1. Premier League,Crystal Palace
2,2021-2022,Tyrick Mitchell,21,441,3101.0,175cm," DF (FB, left)",0.8405797101449275,0.06,0.0,1. Premier League,Crystal Palace
3,2022-2023,Tyrick Mitchell,22,484,2261.0,175cm," DF (FB, left)",0.8366533864541832,0.08,0.0,1. Premier League,Crystal Palace
0,2021-2022,Pontus Jansson,30,900,3321.0,194cm, DF (CB),2.7642276422764227,0.03,0.08,1. Premier League,Brentford
1,2022-2023,Pontus Jansson,31,961,724.0,194cm, DF (CB),3.125,0.0,0.12,1. Premier League,Brentford
0,2019-2020,Moise Kean,19,361,852.0,182cm, FW,1.1578947368421053,0.21,0.21,1. Premier League,Everton
1,2020-2021,Moise Kean,20,400,15.0,182cm, FW,0.7407407407407408,0.0,0.0,1. Premier League,Everton
2,2021-2022,Moise Kean,21,441,1.0,182cm, FW,1.8032786885245902,0.0,0.0,1. Premier League,Everton
0,2019-2020,Tariq Lamptey,18,324,620.0,175cm, DF-MF,0.46153846153846156,0.15,0.0,1. Premier League,Brighton
1,2020-2021,Tariq Lamptey,19,361,886.0,175cm, DF-MF,0.5102040816326531,0.1,0.1,1. Premier League,Brighton
2,2021-2022,Tariq Lamptey,20,400,1561.0,175cm, DF-MF,0.40462427745664736,0.12,0.0,1. Premier League,Brighton
3,2022-2023,Tariq Lamptey,21,441,453.0,175cm, DF-MF,0.4,0.0,0.0,1. Premier League,Brighton
0,2019-2020,Kieran Tierney,22,484,989.0,178cm," DF-MF (FB, left)",0.8181818181818182,0.09,0.09,1. Premier League,Arsenal
1,2020-2021,Kieran Tierney,23,529,2299.0,178cm," DF-MF (FB, left)",0.6274509803921569,0.12,0.04,1. Premier League,Arsenal
2,2021-2022,Kieran Tierney,24,576,1915.0,178cm," DF-MF (FB, left)",0.5633802816901409,0.14,0.05,1. Premier League,Arsenal
3,2022-2023,Kieran Tierney,25,625,618.0,178cm," DF-MF (FB, left)",0.2898550724637681,0.15,0.0,1. Premier League,Arsenal
0,2017-2018,Maya Yoshida,28,784,2051.0,189cm, DF (CB),2.850877192982456,0.0,0.09,1. Premier League,Southampton
1,2018-2019,Maya Yoshida,29,841,1518.0,189cm, DF (CB),2.0118343195266273,0.06,0.0,1. Premier League,Southampton
2,2019-2020,Maya Yoshida,30,900,560.0,189cm, DF (CB),3.763440860215054,0.0,0.0,1. Premier League,Southampton
0,2018-2019,Leander Dendoncker,23,529,1467.0,178cm," DF-MF (CM-DM, right)",3.4355828220858893,0.0,0.12,1. Premier League,Wolves
1,2019-2020,Leander Dendoncker,24,576,2795.0,178cm," DF-MF (CM-DM, right)",3.022508038585209,0.0,0.13,1. Premier League,Wolves
2,2020-2021,Leander Dendoncker,25,625,2503.0,178cm," DF-MF (CM-DM, right)",3.0575539568345325,0.0,0.04,1. Premier League,Wolves
3,2021-2022,Leander Dendoncker,26,676,1950.0,178cm," DF-MF (CM-DM, right)",1.3824884792626728,0.09,0.09,1. Premier League,Wolves
4,2022-2023,Leander Dendoncker,27,729,689.0,178cm," DF-MF (CM-DM, right)",2.1540880503144657,0.0,0.0,1. Premier League,Aston Villa
0,2020-2021,Jamie Shackleton,20,400,461.0,182cm, MF,0.0,0.0,0.0,1. Premier League,Leeds United
1,2021-2022,Jamie Shackleton,21,441,709.0,182cm, MF,0.6329113924050632,0.0,0.0,1. Premier League,Leeds United
0,2017-2018,Victor Wanyama,26,676,846.0,188cm, MF (CM-DM),1.8085106382978722,0.0,0.11,1. Premier League,Tottenham
1,2018-2019,Victor Wanyama,27,729,516.0,188cm, MF (CM-DM),2.456140350877193,0.0,0.17,1. Premier League,Tottenham
2,2019-2020,Victor Wanyama,28,784,25.0,188cm, MF (CM-DM),3.3333333333333335,0.0,0.0,1. Premier League,Tottenham
0,2020-2021,Joël Veltman,28,784,2281.0,182cm," DF (CB-FB, right)",1.6600790513833992,0.04,0.04,1. Premier League,Brighton
1,2021-2022,Joël Veltman,29,841,2874.0,182cm," DF (CB-FB, right)",1.7241379310344829,0.03,0.03,1. Premier League,Brighton
2,2022-2023,Joël Veltman,30,900,1990.0,182cm," DF (CB-FB, right)",1.0407239819004523,0.05,0.05,1. Premier League,Brighton
0,2017-2018,Chris Brunt,32,1024,1920.0,180cm," DF-MF (AM-WM, left)",0.704225352112676,0.33,0.0,1. Premier League,West Brom
0,2019-2020,Adam Webster,24,576,2668.0,192cm, DF (CB),3.614864864864865,0.03,0.1,1. Premier League,Brighton
1,2020-2021,Adam Webster,25,625,2594.0,192cm, DF (CB),2.673611111111111,0.0,0.03,1. Premier League,Brighton
2,2021-2022,Adam Webster,26,676,1434.0,192cm, DF (CB),3.5220125786163523,0.0,0.13,1. Premier League,Brighton
3,2022-2023,Adam Webster,27,729,1696.0,192cm, DF (CB),2.6595744680851063,0.0,0.0,1. Premier League,Brighton
0,2017-2018,Martin Kelly,27,729,1195.0,191cm," DF-MF (CB-FB, right)",2.0300751879699246,0.0,0.0,1. Premier League,Crystal Palace
1,2018-2019,Martin Kelly,28,784,1111.0,191cm," DF-MF (CB-FB, right)",2.8455284552845526,0.0,0.0,1. Premier League,Crystal Palace
2,2019-2020,Martin Kelly,29,841,1549.0,191cm," DF-MF (CB-FB, right)",1.9186046511627908,0.06,0.0,1. Premier League,Crystal Palace
3,2020-2021,Martin Kelly,30,900,2.0,191cm," DF-MF (CB-FB, right)",0.0,0.0,0.0,1. Premier League,Crystal Palace
0,2020-2021,Sam Johnstone,27,729,3330.0,191cm, GK,0.13513513513513514,0.03,0.0,1. Premier League,West Brom
1,2022-2023,Sam Johnstone,29,841,180.0,191cm, GK,0.0,0.0,0.0,1. Premier League,Crystal Palace
0,2017-2018,Martin Dúbravka,28,784,1080.0,190cm, GK,0.16666666666666666,0.0,0.0,1. Premier League,Newcastle Utd
1,2018-2019,Martin Dúbravka,29,841,3420.0,190cm, GK,0.39473684210526316,0.0,0.0,1. Premier League,Newcastle Utd
2,2019-2020,Martin Dúbravka,30,900,3420.0,190cm, GK,0.23684210526315788,0.0,0.0,1. Premier League,Newcastle Utd
3,2020-2021,Martin Dúbravka,31,961,1170.0,190cm, GK,0.3076923076923077,0.0,0.0,1. Premier League,Newcastle Utd
4,2021-2022,Martin Dúbravka,32,1024,2340.0,190cm, GK,0.15384615384615385,0.0,0.0,1. Premier League,Newcastle Utd
5,2022-2023,Martin Dúbravka,33,1089,67.0,190cm, GK,0.0,0.0,0.0,1. Premier League,Manchester Utd
0,2018-2019,Rúben Neves,21,441,3007.0,180cm, MF (AM-CM-DM),0.8383233532934132,0.09,0.12,1. Premier League,Wolves
1,2019-2020,Rúben Neves,22,484,3056.0,180cm, MF (AM-CM-DM),0.8235294117647058,0.06,0.06,1. Premier League,Wolves
2,2020-2021,Rúben Neves,23,529,2675.0,180cm, MF (AM-CM-DM),0.8417508417508418,0.03,0.17,1. Premier League,Wolves
3,2021-2022,Rúben Neves,24,576,2661.0,180cm, MF (AM-CM-DM),0.6418918918918919,0.07,0.14,1. Premier League,Wolves
4,2022-2023,Rúben Neves,25,625,2482.0,180cm, MF (AM-CM-DM),0.7971014492753623,0.0,0.18,1. Premier League,Wolves
0,2017-2018,Luciano Narsingh,26,676,625.0,178cm," FW-MF (WM, right)",0.2898550724637681,0.0,0.14,1. Premier League,Swansea City
0,2017-2018,Jonjoe Kenny,20,400,1590.0,176cm," DF-FW (FB, right)",2.146892655367232,0.06,0.0,1. Premier League,Everton
1,2018-2019,Jonjoe Kenny,21,441,791.0,176cm," DF-FW (FB, right)",2.6136363636363633,0.11,0.0,1. Premier League,Everton
2,2020-2021,Jonjoe Kenny,23,529,79.0,176cm," DF-FW (FB, right)",0.0,0.0,0.0,1. Premier League,Everton
3,2021-2022,Jonjoe Kenny,24,576,1018.0,176cm," DF-FW (FB, right)",0.7964601769911503,0.09,0.0,1. Premier League,Everton
0,2017-2018,Jordan Henderson,27,729,2171.0,182cm," MF (CM-WM, right)",1.0373443983402488,0.04,0.04,1. Premier League,Liverpool
1,2018-2019,Jordan Henderson,28,784,1987.0,182cm," MF (CM-WM, right)",1.085972850678733,0.14,0.05,1. Premier League,Liverpool
2,2019-2020,Jordan Henderson,29,841,2238.0,182cm," MF (CM-WM, right)",0.9638554216867471,0.2,0.16,1. Premier League,Liverpool
3,2020-2021,Jordan Henderson,30,900,1704.0,182cm," MF (CM-WM, right)",0.5820105820105821,0.05,0.05,1. Premier League,Liverpool
4,2021-2022,Jordan Henderson,31,961,2597.0,182cm," MF (CM-WM, right)",0.6228373702422145,0.17,0.07,1. Premier League,Liverpool
5,2022-2023,Jordan Henderson,32,1024,1612.0,182cm," MF (CM-WM, right)",0.446927374301676,0.11,0.0,1. Premier League,Liverpool
0,2019-2020,Callum Robinson,24,576,676.0,178cm, FW-MF (AM),1.5859649122807018,0.13,0.13,1. Premier League,Sheffield Utd
1,2020-2021,Callum Robinson,25,625,1560.0,178cm, FW-MF (AM),1.0404624277456647,0.0,0.29,1. Premier League,West Brom
0,2017-2018,Isaac Hayden,22,484,1374.0,187cm, DF-MF (CB-CM-DM),3.1372549019607843,0.0,0.07,1. Premier League,Newcastle Utd
1,2018-2019,Isaac Hayden,23,529,1859.0,187cm, DF-MF (CB-CM-DM),2.5120772946859904,0.19,0.05,1. Premier League,Newcastle Utd
2,2019-2020,Isaac Hayden,24,576,2223.0,187cm, DF-MF (CB-CM-DM),1.9838056680161944,0.08,0.04,1. Premier League,Newcastle Utd
3,2020-2021,Isaac Hayden,25,625,1942.0,187cm, DF-MF (CB-CM-DM),2.5925925925925926,0.0,0.0,1. Premier League,Newcastle Utd
4,2021-2022,Isaac Hayden,26,676,1002.0,187cm, DF-MF (CB-CM-DM),1.7117117117117118,0.0,0.09,1. Premier League,Newcastle Utd
0,2020-2021,Edouard Mendy,28,784,2745.0,197cm, GK,0.13114754098360656,0.0,0.0,1. Premier League,Chelsea
1,2021-2022,Edouard Mendy,29,841,3060.0,197cm, GK,0.3235294117647059,0.0,0.0,1. Premier League,Chelsea
2,2022-2023,Edouard Mendy,30,900,765.0,197cm, GK,0.23529411764705882,0.0,0.0,1. Premier League,Chelsea
0,2018-2019,Adama Diakhaby,22,484,552.0,184cm, FW-MF,0.9836065573770493,0.0,0.0,1. Premier League,Huddersfield
0,2017-2018,James Ward-Prowse,22,484,1716.0,173cm," MF (AM-CM, right)",1.0994764397905759,0.16,0.16,1. Premier League,Southampton
1,2018-2019,James Ward-Prowse,23,529,1945.0,173cm," MF (AM-CM, right)",0.9722222222222222,0.0,0.32,1. Premier League,Southampton
2,2019-2020,James Ward-Prowse,24,576,3420.0,173cm," MF (AM-CM, right)",1.8157894736842106,0.08,0.13,1. Premier League,Southampton
3,2020-2021,James Ward-Prowse,25,625,3420.0,173cm," MF (AM-CM, right)",1.236842105263158,0.18,0.21,1. Premier League,Southampton
4,2021-2022,James Ward-Prowse,26,676,3215.0,173cm," MF (AM-CM, right)",0.7563025210084033,0.14,0.28,1. Premier League,Southampton
5,2022-2023,James Ward-Prowse,27,729,2790.0,173cm," MF (AM-CM, right)",1.3548387096774193,0.06,0.23,1. Premier League,Southampton
0,2017-2018,Christian Atsu,25,625,1784.0,172cm," FW-MF (WM, left)",0.6565656565656566,0.1,0.1,1. Premier League,Newcastle Utd
1,2018-2019,Christian Atsu,26,676,1493.0,172cm," FW-MF (WM, left)",0.6024096385542168,0.0,0.06,1. Premier League,Newcastle Utd
2,2019-2020,Christian Atsu,27,729,749.0,172cm," FW-MF (WM, left)",0.7228915662650601,0.36,0.0,1. Premier League,Newcastle Utd
0,2021-2022,Malang Sarr,22,484,546.0,182cm," DF (CB, left)",2.1311475409836067,0.0,0.0,1. Premier League,Chelsea
0,2019-2020,Billy Sharp,33,1089,1051.0,175cm, FW,1.623931623931624,0.17,0.26,1. Premier League,Sheffield Utd
1,2020-2021,Billy Sharp,34,1156,735.0,175cm, FW,1.3414634146341464,0.0,0.37,1. Premier League,Sheffield Utd
0,2017-2018,Roberto Pereyra,26,676,1624.0,182cm, FW-MF (AM-CM-WM),0.16666666666666666,0.11,0.28,1. Premier League,Watford
1,2018-2019,Roberto Pereyra,27,729,2815.0,182cm, FW-MF (AM-CM-WM),0.12779552715654952,0.03,0.19,1. Premier League,Watford
2,2019-2020,Roberto Pereyra,28,784,1648.0,182cm, FW-MF (AM-CM-WM),0.27322404371584696,0.0,0.16,1. Premier League,Watford
0,2018-2019,Fabian Schär,26,676,1999.0,186cm," DF (CB, right)",2.7927927927927927,0.05,0.18,1. Premier League,Newcastle Utd
1,2019-2020,Fabian Schär,27,729,1672.0,186cm," DF (CB, right)",1.7741935483870965,0.0,0.11,1. Premier League,Newcastle Utd
2,2020-2021,Fabian Schär,28,784,1246.0,186cm," DF (CB, right)",1.1594202898550725,0.0,0.07,1. Premier League,Newcastle Utd
3,2021-2022,Fabian Schär,29,841,2158.0,186cm," DF (CB, right)",1.875,0.08,0.08,1. Premier League,Newcastle Utd
4,2022-2023,Fabian Schär,30,900,2503.0,186cm," DF (CB, right)",2.985611510791367,0.04,0.04,1. Premier League,Newcastle Utd
0,2017-2018,Aymeric Laporte,23,529,806.0,189cm," DF (CB, left)",5.140350877192983,0.0,0.0,1. Premier League,Manchester City
1,2018-2019,Aymeric Laporte,24,576,3057.0,189cm," DF (CB, left)",2.235294117647059,0.09,0.09,1. Premier League,Manchester City
2,2019-2020,Aymeric Laporte,25,625,1097.0,189cm," DF (CB, left)",1.9672131147540985,0.0,0.08,1. Premier League,Manchester City
3,2020-2021,Aymeric Laporte,26,676,1344.0,189cm," DF (CB, left)",2.751677852348993,0.0,0.0,1. Premier League,Manchester City
4,2021-2022,Aymeric Laporte,27,729,2828.0,189cm," DF (CB, left)",1.6560509554140128,0.0,0.13,1. Premier League,Manchester City
5,2022-2023,Aymeric Laporte,28,784,646.0,189cm," DF (CB, left)",2.5,0.0,0.0,1. Premier League,Manchester City
0,2019-2020,John Egan,26,676,3187.0,185cm, DF (CB),3.7570621468926557,0.0,0.06,1. Premier League,Sheffield Utd
1,2020-2021,John Egan,27,729,2629.0,185cm, DF (CB),2.73972602739726,0.03,0.0,1. Premier League,Sheffield Utd
0,2020-2021,Saïd Benrahma,24,576,1391.0,172cm," FW-MF (AM, left)",0.12903225806451613,0.39,0.06,1. Premier League,West Ham
1,2021-2022,Saïd Benrahma,25,625,2168.0,172cm," FW-MF (AM, left)",0.41493775933609955,0.25,0.33,1. Premier League,West Ham
2,2022-2023,Saïd Benrahma,26,676,1700.0,172cm," FW-MF (AM, left)",0.15873015873015875,0.16,0.26,1. Premier League,West Ham
0,2017-2018,Florent Hadergjonaj,23,529,1674.0,182cm," DF-MF (FB, right)",0.6989247311827956,0.05,0.0,1. Premier League,Huddersfield
1,2018-2019,Florent Hadergjonaj,24,576,1842.0,182cm," DF-MF (FB, right)",1.0731707317073171,0.0,0.0,1. Premier League,Huddersfield
0,2020-2021,Gareth Bale,31,961,920.0,185cm, FW-MF (AM-WM),2.2549019607843137,0.2,1.08,1. Premier League,Tottenham
0,2017-2018,Virgil van Dijk,26,676,2254.0,193cm," DF (CB, left)",10.954545454545453,0.0,0.0,1. Premier League,Liverpool
1,2018-2019,Virgil van Dijk,27,729,3384.0,193cm," DF (CB, left)",4.654255319148936,0.05,0.11,1. Premier League,Liverpool
2,2019-2020,Virgil van Dijk,28,784,3420.0,193cm," DF (CB, left)",4.947368421052632,0.03,0.13,1. Premier League,Liverpool
3,2020-2021,Virgil van Dijk,29,841,370.0,193cm," DF (CB, left)",2.9268292682926833,0.0,0.24,1. Premier League,Liverpool
