,Season,Name,Age,Age_Squared,Min,Height,Position,Aerial_duels_per90,Assists_per90,Goals_per90,League,Squad
1,2018-2019,Joel Ward,28,784,552.0,188cm," DF-MF (DM-FB, right)",2.9508196721311477,0.0,0.16,1. Premier League,Crystal Palace
2,2019-2020,Joel Ward,29,841,2382.0,188cm," DF-MF (DM-FB, right)",1.9245283018867925,0.0,0.0,1. Premier League,Crystal Palace
3,2020-2021,Joel Ward,30,900,2256.0,188cm," DF-MF (DM-FB, right)",1.9123505976095616,0.04,0.0,1. Premier League,Crystal Palace
4,2021-2022,Joel Ward,31,961,2487.0,188cm," DF-MF (DM-FB, right)",2.101449275362319,0.0,0.0,1. Premier League,Crystal Palace
5,2022-2023,Joel Ward,32,1024,1671.0,188cm," DF-MF (DM-FB, right)",2.150537634408602,0.0,0.0,1. Premier League,Crystal Palace
0,2019-2020,Jack Grealish,23,529,3233.0,175cm," FW-MF (AM-WM, left)",0.5571030640668524,0.17,0.22,1. Premier League,Aston Villa
1,2020-2021,Jack Grealish,24,576,2185.0,175cm," FW-MF (AM-WM, left)",1.02880658436214,0.41,0.25,1. Premier League,Aston Villa
2,2021-2022,Jack Grealish,25,625,1914.0,175cm," FW-MF (AM-WM, left)",0.6572769953051643,0.14,0.14,1. Premier League,Manchester City
3,2022-2023,Jack Grealish,26,676,1776.0,175cm," FW-MF (AM-WM, left)",0.6598984771573604,0.3,0.25,1. Premier League,Manchester City
0,2017-2018,Shane Duffy,25,625,3292.0,193cm," DF-MF (CB, right)",5.245901639344262,0.03,0.0,1. Premier League,Brighton
1,2018-2019,Shane Duffy,26,676,3087.0,193cm," DF-MF (CB, right)",5.451895043731779,0.03,0.15,1. Premier League,Brighton
2,2019-2020,Shane Duffy,27,729,1238.0,193cm," DF-MF (CB, right)",4.855072463768115,0.0,0.07,1. Premier League,Brighton
3,2021-2022,Shane Duffy,29,841,1436.0,193cm," DF-MF (CB, right)",4.0625,0.0,0.06,1. Premier League,Brighton
4,2022-2023,Shane Duffy,30,900,6.0,193cm," DF-MF (CB, right)",20.0,0.0,0.0,1. Premier League,Fulham
0,2017-2018,Troy Deeney,29,841,1844.0,183cm, FW,6.439024390243903,0.1,0.24,1. Premier League,Watford
1,2018-2019,Troy Deeney,30,900,2545.0,183cm, FW,7.137809187279152,0.18,0.32,1. Premier League,Watford
2,2019-2020,Troy Deeney,31,961,2225.0,183cm, FW,7.894736842105264,0.08,0.4,1. Premier League,Watford
3,2021-2022,Troy Deeney,33,1089,25.0,183cm, FW,24.89655172413793,0.0,0.0,1. Premier League,Watford
0,2020-2021,Robin Olsen,30,900,630.0,198cm, GK,0.2857142857142857,0.0,0.0,1. Premier League,Everton
1,2021-2022,Robin Olsen,31,961,90.0,198cm, GK,0.36363636363636365,0.0,0.0,1. Premier League,Aston Villa
2,2022-2023,Robin Olsen,32,1024,236.0,198cm, GK,0.0,0.0,0.0,1. Premier League,Aston Villa
0,2019-2020,Kieran Tierney,22,484,989.0,178cm," DF-MF (FB, left)",0.8181818181818182,0.09,0.09,1. Premier League,Arsenal
1,2020-2021,Kieran Tierney,23,529,2299.0,178cm," DF-MF (FB, left)",0.6274509803921569,0.12,0.04,1. Premier League,Arsenal
2,2021-2022,Kieran Tierney,24,576,1915.0,178cm," DF-MF (FB, left)",0.5633802816901409,0.14,0.05,1. Premier League,Arsenal
3,2022-2023,Kieran Tierney,25,625,618.0,178cm," DF-MF (FB, left)",0.2898550724637681,0.15,0.0,1. Premier League,Arsenal
0,2021-2022,Trevoh Chalobah,22,484,1449.0,190cm, DF-MF (CB),1.9875776397515525,0.06,0.19,1. Premier League,Chelsea
1,2022-2023,Trevoh Chalobah,23,529,1108.0,190cm, DF-MF (CB),1.8699186991869918,0.0,0.0,1. Premier League,Chelsea
0,2017-2018,Luciano Narsingh,26,676,625.0,178cm," FW-MF (WM, right)",0.2898550724637681,0.0,0.14,1. Premier League,Swansea City
0,2017-2018,Wes Morgan,33,1089,2817.0,188cm," DF (CB, right)",2.9073482428115014,0.0,0.0,1. Premier League,Leicester City
1,2018-2019,Wes Morgan,34,1156,1925.0,188cm," DF (CB, right)",4.345794392523365,0.0,0.14,1. Premier League,Leicester City
2,2019-2020,Wes Morgan,35,1225,436.0,188cm," DF (CB, right)",3.9583333333333335,0.0,0.0,1. Premier League,Leicester City
3,2020-2021,Wes Morgan,36,1296,18.0,188cm," DF (CB, right)",0.0,0.0,0.0,1. Premier League,Leicester City
0,2017-2018,Álvaro Morata,24,576,2061.0,189cm, FW,2.3580786026200875,0.26,0.48,1. Premier League,Chelsea
1,2018-2019,Álvaro Morata,25,625,941.0,189cm, FW,6.5476190476190474,0.0,0.48,1. Premier League,Chelsea
0,2020-2021,Saïd Benrahma,24,576,1391.0,172cm," FW-MF (AM, left)",0.12903225806451613,0.39,0.06,1. Premier League,West Ham
1,2021-2022,Saïd Benrahma,25,625,2168.0,172cm," FW-MF (AM, left)",0.41493775933609955,0.25,0.33,1. Premier League,West Ham
2,2022-2023,Saïd Benrahma,26,676,1700.0,172cm," FW-MF (AM, left)",0.15873015873015875,0.16,0.26,1. Premier League,West Ham
0,2018-2019,Andreas Pereira,22,484,599.0,177cm, MF (AM),0.44776119402985076,0.15,0.15,1. Premier League,Manchester Utd
1,2019-2020,Andreas Pereira,23,529,1484.0,177cm, MF (AM),0.6060606060606061,0.18,0.06,1. Premier League,Manchester Utd
2,2022-2023,Andreas Pereira,26,676,2483.0,177cm, MF (AM),0.2898550724637681,0.22,0.11,1. Premier League,Fulham
0,2019-2020,Aaron Ramsdale,21,441,3330.0,195cm, GK,0.2702702702702703,0.03,0.0,1. Premier League,Bournemouth
1,2020-2021,Aaron Ramsdale,22,484,3420.0,195cm, GK,0.21052631578947367,0.0,0.0,1. Premier League,Sheffield Utd
2,2021-2022,Aaron Ramsdale,23,529,3060.0,195cm, GK,0.17647058823529413,0.0,0.0,1. Premier League,Arsenal
3,2022-2023,Aaron Ramsdale,24,576,2790.0,195cm, GK,0.12903225806451613,0.0,0.0,1. Premier League,Arsenal
0,2017-2018,Olivier Giroud,30,900,1001.0,192cm, FW,12.113543091655266,0.38,1.37,1. Premier League,Chelsea
1,2018-2019,Olivier Giroud,31,961,847.0,192cm, FW,3.9361702127659575,0.43,0.21,1. Premier League,Chelsea
2,2019-2020,Olivier Giroud,32,1024,993.0,192cm, FW,4.545454545454546,0.0,0.73,1. Premier League,Chelsea
3,2020-2021,Olivier Giroud,33,1089,748.0,192cm, FW,2.7710843373493974,0.0,0.48,1. Premier League,Chelsea
0,2017-2018,Florent Hadergjonaj,23,529,1674.0,182cm," DF-MF (FB, right)",0.6989247311827956,0.05,0.0,1. Premier League,Huddersfield
1,2018-2019,Florent Hadergjonaj,24,576,1842.0,182cm," DF-MF (FB, right)",1.0731707317073171,0.0,0.0,1. Premier League,Huddersfield
0,2018-2019,Maxime Le Marchand,28,784,2250.0,181cm," DF-MF (CB-FB-WM, left)",2.24,0.04,0.0,1. Premier League,Fulham
1,2020-2021,Maxime Le Marchand,30,900,123.0,181cm," DF-MF (CB-FB-WM, left)",2.142857142857143,0.0,0.0,1. Premier League,Fulham
0,2019-2020,Aaron Connolly,19,361,1258.0,180cm, FW,1.2857142857142858,0.07,0.21,1. Premier League,Brighton
1,2020-2021,Aaron Connolly,20,400,791.0,180cm, FW,0.7954545454545454,0.11,0.23,1. Premier League,Brighton
2,2021-2022,Aaron Connolly,21,441,156.0,180cm, FW,1.863493488998653,0.0,0.0,1. Premier League,Brighton
0,2021-2022,Patson Daka,22,484,1159.0,180cm, FW,1.317829457364341,0.23,0.39,1. Premier League,Leicester City
1,2022-2023,Patson Daka,23,529,973.0,180cm, FW,1.6666666666666665,0.28,0.37,1. Premier League,Leicester City
0,2017-2018,Manolo Gabbiadini,25,625,1081.0,186cm, FW,1.1666666666666667,0.0,0.42,1. Premier League,Southampton
1,2018-2019,Manolo Gabbiadini,26,676,476.0,186cm, FW,3.1761006289308176,0.0,0.19,1. Premier League,Southampton
0,2017-2018,Lewis Dunk,25,625,3420.0,192cm, DF (CB),3.1578947368421053,0.03,0.03,1. Premier League,Brighton
1,2018-2019,Lewis Dunk,26,676,3151.0,192cm, DF (CB),3.4,0.03,0.06,1. Premier League,Brighton
2,2019-2020,Lewis Dunk,27,729,3230.0,192cm, DF (CB),2.701949860724234,0.08,0.08,1. Premier League,Brighton
3,2020-2021,Lewis Dunk,28,784,2931.0,192cm, DF (CB),2.392638036809816,0.0,0.15,1. Premier League,Brighton
4,2021-2022,Lewis Dunk,29,841,2573.0,192cm, DF (CB),2.832167832167832,0.0,0.03,1. Premier League,Brighton
5,2022-2023,Lewis Dunk,30,900,2609.0,192cm, DF (CB),1.9310344827586208,0.0,0.03,1. Premier League,Brighton
0,2017-2018,Mason Holgate,20,400,1184.0,184cm, DF (CB),2.4242424242424243,0.0,0.0,1. Premier League,Everton
1,2018-2019,Mason Holgate,21,441,408.0,184cm, DF (CB),5.230676328502415,0.0,0.0,1. Premier League,Everton
2,2019-2020,Mason Holgate,22,484,2054.0,184cm, DF (CB),1.7982456140350878,0.13,0.0,1. Premier League,Everton
3,2020-2021,Mason Holgate,23,529,2287.0,184cm, DF (CB),1.535433070866142,0.0,0.04,1. Premier League,Everton
4,2021-2022,Mason Holgate,24,576,2134.0,184cm, DF (CB),2.5738396624472575,0.04,0.08,1. Premier League,Everton
5,2022-2023,Mason Holgate,25,625,365.0,184cm, DF (CB),1.4634146341463417,0.0,0.0,1. Premier League,Everton
0,2017-2018,Hugo Lloris,30,900,3240.0,188cm, GK,0.2222222222222222,0.0,0.0,1. Premier League,Tottenham
1,2018-2019,Hugo Lloris,31,961,2970.0,188cm, GK,0.2727272727272727,0.0,0.0,1. Premier League,Tottenham
2,2019-2020,Hugo Lloris,32,1024,1807.0,188cm, GK,0.24875621890547261,0.0,0.0,1. Premier League,Tottenham
3,2020-2021,Hugo Lloris,33,1089,3420.0,188cm, GK,0.13157894736842105,0.0,0.0,1. Premier League,Tottenham
4,2021-2022,Hugo Lloris,34,1156,3420.0,188cm, GK,0.3157894736842105,0.0,0.0,1. Premier League,Tottenham
5,2022-2023,Hugo Lloris,35,1225,2160.0,188cm, GK,0.375,0.0,0.0,1. Premier League,Tottenham
0,2017-2018,Davy Pröpper,25,625,3119.0,185cm, MF (AM-CM-DM),1.3256484149855907,0.12,0.0,1. Premier League,Brighton
1,2018-2019,Davy Pröpper,26,676,2546.0,185cm, MF (AM-CM-DM),1.2720848056537102,0.04,0.04,1. Premier League,Brighton
2,2019-2020,Davy Pröpper,27,729,2829.0,185cm, MF (AM-CM-DM),0.89171974522293,0.06,0.03,1. Premier League,Brighton
3,2020-2021,Davy Pröpper,28,784,213.0,185cm, MF (AM-CM-DM),1.25,0.0,0.0,1. Premier League,Brighton
0,2017-2018,Mohamed Elneny,25,625,867.0,180cm, MF (DM),0.625,0.1,0.0,1. Premier League,Arsenal
1,2018-2019,Mohamed Elneny,26,676,380.0,180cm, MF (DM),0.47619047619047616,0.0,0.0,1. Premier League,Arsenal
2,2020-2021,Mohamed Elneny,28,784,1544.0,180cm, MF (DM),0.4069767441860465,0.0,0.06,1. Premier League,Arsenal
3,2021-2022,Mohamed Elneny,29,841,806.0,180cm, MF (DM),0.6666666666666666,0.22,0.0,1. Premier League,Arsenal
4,2022-2023,Mohamed Elneny,30,900,113.0,180cm, MF (DM),0.0,0.0,0.0,1. Premier League,Arsenal
0,2018-2019,Stuart Armstrong,26,676,1432.0,183cm, MF (AM-CM-WM),1.069182389937107,0.13,0.19,1. Premier League,Southampton
1,2019-2020,Stuart Armstrong,27,729,1715.0,183cm, MF (AM-CM-WM),0.6806282722513088,0.16,0.26,1. Premier League,Southampton
2,2020-2021,Stuart Armstrong,28,784,2764.0,183cm, MF (AM-CM-WM),0.26058631921824105,0.16,0.13,1. Premier League,Southampton
3,2021-2022,Stuart Armstrong,29,841,1473.0,183cm, MF (AM-CM-WM),0.1829268292682927,0.0,0.12,1. Premier League,Southampton
4,2022-2023,Stuart Armstrong,30,900,1114.0,183cm, MF (AM-CM-WM),0.48387096774193544,0.0,0.08,1. Premier League,Southampton
0,2017-2018,Harry Maguire,24,576,3420.0,188cm," DF (CB, left)",3.1315789473684212,0.11,0.05,1. Premier League,Leicester City
1,2018-2019,Harry Maguire,25,625,2596.0,188cm," DF (CB, left)",4.097222222222222,0.0,0.1,1. Premier League,Leicester City
2,2019-2020,Harry Maguire,26,676,3420.0,188cm," DF (CB, left)",4.552631578947368,0.03,0.03,1. Premier League,Manchester Utd
3,2020-2021,Harry Maguire,27,729,3047.0,188cm," DF (CB, left)",3.982300884955752,0.03,0.06,1. Premier League,Manchester Utd
4,2021-2022,Harry Maguire,28,784,2515.0,188cm," DF (CB, left)",2.688172043010753,0.0,0.04,1. Premier League,Manchester Utd
5,2022-2023,Harry Maguire,29,841,662.0,188cm," DF (CB, left)",2.7027027027027026,0.0,0.0,1. Premier League,Manchester Utd
0,2017-2018,Nathaniel Chalobah,22,484,447.0,185cm, DF-MF (CM),2.0,0.0,0.0,1. Premier League,Watford
1,2018-2019,Nathaniel Chalobah,23,529,270.0,185cm, DF-MF (CM),1.3333333333333333,0.0,0.0,1. Premier League,Watford
2,2019-2020,Nathaniel Chalobah,24,576,930.0,185cm, DF-MF (CM),1.8446601941747571,0.1,0.0,1. Premier League,Watford
3,2022-2023,Nathaniel Chalobah,27,729,12.0,185cm, DF-MF (CM),12.794117647058824,0.0,0.0,1. Premier League,Fulham
0,2019-2020,Max Aarons,19,361,3240.0,172cm," DF (FB, right)",0.6111111111111112,0.03,0.0,1. Premier League,Norwich City
1,2021-2022,Max Aarons,21,441,2881.0,172cm," DF (FB, right)",0.40625,0.06,0.0,1. Premier League,Norwich City
0,2020-2021,Kalvin Phillips,24,576,2428.0,177cm, DF-MF (DM),1.1111111111111112,0.07,0.04,1. Premier League,Leeds United
1,2021-2022,Kalvin Phillips,25,625,1596.0,177cm, DF-MF (DM),0.96045197740113,0.06,0.0,1. Premier League,Leeds United
2,2022-2023,Kalvin Phillips,26,676,109.0,177cm, DF-MF (DM),0.0,0.0,0.0,1. Premier League,Manchester City
0,2019-2020,Neal Maupay,22,484,2766.0,171cm, FW-MF (AM),0.8143322475570033,0.1,0.33,1. Premier League,Brighton
1,2020-2021,Neal Maupay,23,529,2512.0,171cm, FW-MF (AM),0.7168458781362007,0.07,0.29,1. Premier League,Brighton
2,2021-2022,Neal Maupay,24,576,2276.0,171cm, FW-MF (AM),0.8300395256916996,0.08,0.32,1. Premier League,Brighton
3,2022-2023,Neal Maupay,25,625,1041.0,171cm, FW-MF (AM),1.206896551724138,0.0,0.09,1. Premier League,Everton
0,2018-2019,Sean Morrison,27,729,3039.0,193cm," DF (CB, right)",6.656804733727811,0.09,0.03,1. Premier League,Cardiff City
0,2018-2019,Adama Traoré,22,484,902.0,178cm," FW-MF (WM, right)",2.2,0.1,0.1,1. Premier League,Wolves
1,2019-2020,Adama Traoré,23,529,2605.0,178cm," FW-MF (WM, right)",1.5570934256055364,0.31,0.14,1. Premier League,Wolves
2,2020-2021,Adama Traoré,24,576,2649.0,178cm," FW-MF (WM, right)",2.482993197278912,0.07,0.07,1. Premier League,Wolves
3,2021-2022,Adama Traoré,25,625,1067.0,178cm," FW-MF (WM, right)",2.450980392156863,0.0,0.08,1. Premier League,Wolves
4,2022-2023,Adama Traoré,26,676,1275.0,178cm," FW-MF (WM, right)",2.3943661971830985,0.07,0.14,1. Premier League,Wolves
0,2018-2019,Neil Etheridge,28,784,3420.0,191cm, GK,0.18421052631578946,0.0,0.0,1. Premier League,Cardiff City
0,2021-2022,Adam Armstrong,24,576,1413.0,172cm, FW-MF (AM),0.8280254777070064,0.13,0.13,1. Premier League,Southampton
1,2022-2023,Adam Armstrong,25,625,1111.0,172cm, FW-MF (AM),0.3252032520325203,0.08,0.08,1. Premier League,Southampton
0,2019-2020,Giovani Lo Celso,23,529,1492.0,175cm, FW-MF (CM-WM),0.48192771084337344,0.12,0.0,1. Premier League,Tottenham
1,2020-2021,Giovani Lo Celso,24,576,945.0,175cm, FW-MF (CM-WM),1.3333333333333333,0.1,0.1,1. Premier League,Tottenham
2,2021-2022,Giovani Lo Celso,25,625,238.0,175cm, FW-MF (CM-WM),0.2727272727272727,0.0,0.0,1. Premier League,Tottenham
0,2019-2020,Nabil Bentaleb,24,576,751.0,187cm, MF (CM-DM),1.686746987951807,0.0,0.0,1. Premier League,Newcastle Utd
0,2019-2020,Christian Pulisic,20,400,1722.0,172cm, FW-MF (AM),1.0471204188481675,0.21,0.47,1. Premier League,Chelsea
1,2020-2021,Christian Pulisic,21,441,1738.0,172cm, FW-MF (AM),0.9844559585492227,0.1,0.21,1. Premier League,Chelsea
2,2021-2022,Christian Pulisic,22,484,1290.0,172cm, FW-MF (AM),0.8391608391608392,0.14,0.42,1. Premier League,Chelsea
3,2022-2023,Christian Pulisic,23,529,785.0,172cm, FW-MF (AM),0.574712643678161,0.11,0.11,1. Premier League,Chelsea
0,2019-2020,Oliver Norwood,28,784,3090.0,180cm, MF (CM-DM),1.282798833819242,0.03,0.03,1. Premier League,Sheffield Utd
1,2020-2021,Oliver Norwood,29,841,2220.0,180cm, MF (CM-DM),0.6072874493927126,0.0,0.0,1. Premier League,Sheffield Utd
0,2020-2021,Ki-Jana Hoever,18,324,577.0,180cm, DF,0.9375,0.0,0.0,1. Premier League,Wolves
1,2021-2022,Ki-Jana Hoever,19,361,308.0,180cm, DF,0.8823529411764706,0.0,0.0,1. Premier League,Wolves
0,2017-2018,Shane Long,30,900,1582.0,180cm, FW,4.3181818181818175,0.06,0.11,1. Premier League,Southampton
1,2018-2019,Shane Long,31,961,1272.0,180cm, FW,5.1063829787234045,0.07,0.35,1. Premier League,Southampton
2,2019-2020,Shane Long,32,1024,1395.0,180cm, FW,7.161290322580645,0.13,0.13,1. Premier League,Southampton
3,2020-2021,Shane Long,33,1089,210.0,180cm, FW,7.374254049445866,0.0,0.0,1. Premier League,Southampton
4,2021-2022,Shane Long,34,1156,308.0,180cm, FW,7.0588235294117645,0.0,0.29,1. Premier League,Southampton
0,2017-2018,Elias Kachunga,25,625,1329.0,176cm, FW-MF (AM),1.1486486486486487,0.07,0.07,1. Premier League,Huddersfield
1,2018-2019,Elias Kachunga,26,676,1182.0,176cm, FW-MF (AM),1.7557251908396947,0.0,0.0,1. Premier League,Huddersfield
0,2017-2018,Mark Noble,30,900,2400.0,180cm, MF (AM-CM-DM),0.37453183520599254,0.0,0.15,1. Premier League,West Ham
1,2018-2019,Mark Noble,31,961,2291.0,180cm, MF (AM-CM-DM),0.3137254901960784,0.2,0.2,1. Premier League,West Ham
2,2019-2020,Mark Noble,32,1024,2674.0,180cm, MF (AM-CM-DM),0.5050505050505051,0.1,0.13,1. Premier League,West Ham
3,2020-2021,Mark Noble,33,1089,712.0,180cm, MF (AM-CM-DM),0.37974683544303794,0.0,0.0,1. Premier League,West Ham
4,2021-2022,Mark Noble,34,1156,332.0,180cm, MF (AM-CM-DM),0.27027027027027023,0.0,0.27,1. Premier League,West Ham
0,2018-2019,Junior Hoilett,28,784,2141.0,174cm, FW-MF (AM-WM),0.7983193277310924,0.04,0.13,1. Premier League,Cardiff City
0,2018-2019,Kieran Dowell,20,400,0.0,184cm, FW-MF (AM),0.9459459459459459,0.0,0.0,1. Premier League,Everton
1,2021-2022,Kieran Dowell,23,529,912.0,184cm, FW-MF (AM),0.7920792079207921,0.1,0.1,1. Premier League,Norwich City
0,2017-2018,Ramadan Sobhi,20,400,1238.0,183cm, MF (AM),0.7971014492753623,0.0,0.15,1. Premier League,Stoke City
1,2018-2019,Ramadan Sobhi,21,441,79.0,183cm, MF (AM),3.333333333333333,0.0,0.0,1. Premier League,Huddersfield
0,2017-2018,Miguel Britos,32,1024,797.0,188cm, DF (CB),3.033707865168539,0.0,0.11,1. Premier League,Watford
1,2018-2019,Miguel Britos,33,1089,185.0,188cm, DF (CB),2.380952380952381,0.0,0.0,1. Premier League,Watford
0,2017-2018,Cenk Tosun,26,676,986.0,183cm, FW-MF,2.8181818181818183,0.0,0.46,1. Premier League,Everton
1,2018-2019,Cenk Tosun,27,729,1059.0,183cm, FW-MF,2.966101694915254,0.25,0.25,1. Premier League,Everton
2,2019-2020,Cenk Tosun,28,784,468.0,183cm, FW-MF,4.875,0.0,0.8200000000000001,1. Premier League,Everton
3,2020-2021,Cenk Tosun,29,841,48.0,183cm, FW-MF,0.0,0.0,0.0,1. Premier League,Everton
4,2021-2022,Cenk Tosun,30,900,7.0,183cm, FW-MF,0.0,0.0,0.0,1. Premier League,Everton
0,2017-2018,Charlie Daniels,30,900,3002.0,178cm," DF-MF (FB, left)",1.2874251497005988,0.09,0.03,1. Premier League,Bournemouth
1,2018-2019,Charlie Daniels,31,961,1585.0,178cm," DF-MF (FB, left)",1.6477272727272725,0.0,0.06,1. Premier League,Bournemouth
