sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
209331,/player/209331/mohamed-salah/220069/,M. Salah,Mohamed Salah,29,Egypt,Liverpool,[England] Premier Le,RW,91,71kg / 157lbs,Left,91,RW,0,"Jul 1, 2017",N/A,€129M,€350K,€238.7M,402,81,93,59,85,84,412,92,84,69,77,90,457,90,91,91,94,91,399,83,69,87,75,85,382,63,55,92,86,86,92,122,38,43,41,62,14,14,11,14,2236,473,3,4,High,Medium,4,91,89,82,91,45,75
192985,/player/192985/kevin-de-bruyne/220069/,K. De Bruyne,Kevin De Bruyne,30,Belgium,Manchester City,[England] Premier Le,CM,91,70kg / 154lbs,Right,91,CM,0,"Aug 30, 2015",N/A,€125.5M,€350K,€232.2M,408,94,83,55,93,83,439,88,85,83,93,90,400,76,76,79,91,78,408,92,63,88,74,91,406,75,66,88,94,83,89,186,68,65,53,56,15,13,10,13,2303,484,5,4,High,High,4,76,87,93,87,64,77
20801,/player/20801/c-ronaldo-dos-santos-aveiro/220069/,Cristiano Ronaldo,C. Ronaldo dos Santos Aveiro,36,Portugal,Manchester United,[England] Premier Le,ST,91,83kg / 183lbs,Right,91,ST,0,"Aug 27, 2021",N/A,€45M,€270K,€83.3M,434,84,94,90,80,86,411,86,81,79,77,88,417,82,87,82,94,72,435,94,95,77,77,92,353,63,29,95,76,90,95,80,24,32,24,58,7,11,14,11,2188,453,4,5,High,Medium,5,85,93,80,86,34,75
215914,/player/215914/ngolo-kante/220069/,N. Kanté,N'Golo Kanté,30,France,Chelsea,[England] Premier Le,CDM,90,70kg / 154lbs,Right,90,CDM,0,"Jul 16, 2016",N/A,€100M,€230K,€185M,325,68,65,54,82,56,337,79,49,49,79,81,424,82,75,82,93,92,382,71,77,97,72,65,388,93,91,72,78,54,84,269,90,93,86,54,15,12,7,10,2179,471,3,2,Medium,High,4,78,66,75,82,87,83
203376,/player/203376/virgil-van-dijk/220069/,V. van Dijk,Virgil van Dijk,29,Netherlands,Liverpool,[England] Premier Le,CB,90,92kg / 203lbs,Right,90,CB,0,"Jan 1, 2018",N/A,€100M,€240K,€185M,316,53,52,87,79,45,362,70,60,70,86,76,363,70,90,61,89,53,400,81,88,74,93,64,349,85,90,47,65,62,90,270,92,92,86,58,13,10,11,11,2118,461,3,2,Medium,Medium,4,81,60,71,72,91,86
208722,/player/208722/sadio-mane/220069/,S. Mané,Sadio Mané,29,Senegal,Liverpool,[England] Premier Le,LW,89,69kg / 152lbs,Right,89,LW,0,"Jul 1, 2016",N/A,€101M,€270K,€186.9M,407,78,86,84,84,75,386,88,77,64,71,86,454,92,90,93,91,88,405,83,87,85,72,78,359,75,35,90,84,75,84,122,42,42,38,56,10,10,7,14,2189,463,4,4,High,Medium,4,91,83,80,88,44,77
212831,/player/212831/alisson-ramses-becker/220069/,Alisson,Alisson Ramses Becker,28,Brazil,Liverpool,[England] Premier Le,GK,90,91kg / 201lbs,Right,89,GK,1,"Jul 19, 2018",N/A,€82M,€190K,€157.9M,134,17,13,29,55,20,160,27,19,18,56,40,267,56,47,40,87,37,239,63,52,32,78,14,140,27,11,13,66,23,68,50,15,19,16,435,86,86,90,89,1425,487,3,1,Medium,Medium,3,86,86,84,89,52,90
210257,/player/210257/ederson-santana-de-moraes/220069/,Ederson,Ederson Santana de Moraes,27,Brazil,Manchester City,[England] Premier Le,GK,91,86kg / 190lbs,Left,89,GK,2,"Jul 1, 2017",N/A,€94M,€200K,€181M,127,20,14,14,61,18,164,23,15,20,66,40,323,64,63,60,88,48,273,70,66,41,78,18,206,38,27,20,70,51,70,52,29,15,8,438,87,82,88,88,1583,502,3,1,Medium,Medium,3,87,82,93,88,64,88
200104,/player/200104/heung-min-son/220069/,H. Son,Heung Min Son,28,Korea Republic,Tottenham Hotspur,[England] Premier Le,LW,89,78kg / 172lbs,Right,89,LW,0,"Aug 28, 2015",N/A,€104M,€240K,€197.6M,403,83,89,68,84,79,404,87,85,74,74,84,432,85,90,87,91,79,389,88,60,88,64,89,349,62,39,91,84,73,89,114,47,34,33,53,11,13,6,10,2144,455,5,4,High,Medium,4,88,88,82,86,42,69
202126,/player/202126/harry-kane/220069/,H. Kane,Harry Kane,27,England,Tottenham Hotspur,[England] Premier Le,ST,89,89kg / 196lbs,Right,89,ST,0,"Jul 28, 2010",N/A,€112M,€230K,€212.8M,430,80,94,85,84,87,400,83,82,65,85,85,367,67,69,68,92,71,424,92,79,83,84,86,397,80,44,94,87,92,92,124,50,36,38,54,8,10,14,11,2196,455,5,3,High,High,4,68,92,83,82,47,83
