sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
190324,/player/190324/christian-kabasele/220069/,C. Kabasele,Christian Kabasele,30,Belgium,Watford,[England] Premier Le,CB,74,84kg / 185lbs,Right,74,CB,0,"Jul 1, 2016",N/A,€3.5M,€39K,€7M,285,47,49,72,65,52,239,57,34,27,57,64,300,52,72,52,73,51,329,57,83,65,80,44,289,76,74,50,36,53,64,221,76,72,73,61,14,11,14,16,1724,373,3,2,Medium,High,1,63,50,51,59,74,76
225410,/player/225410/adam-masina/220069/,A. Masina,Adam Masina,27,Morocco,Watford,[England] Premier Le,LB,74,87kg / 192lbs,Left,74,LB,0,"Jul 2, 2018",N/A,€4.1M,€39K,€8.2M,283,74,30,73,69,37,311,69,64,35,70,73,297,54,69,63,69,42,323,63,64,75,75,46,287,66,72,58,60,31,72,220,69,75,76,54,14,14,7,6,1775,384,3,3,Medium,High,1,62,42,66,68,73,73
242794,/player/242794/imran-louza/220069/,I. Louza,Imrân Louza,22,Morocco,Watford,[England] Premier Le,CM,80,65kg / 143lbs,Left,76,CM,6,"Jul 1, 2021",N/A,€6.5M,€37K,€14.3M,303,64,62,49,77,51,370,75,70,70,75,80,337,56,65,68,71,77,287,66,46,71,38,66,344,63,65,72,75,69,75,191,59,72,60,39,7,15,6,5,1871,389,3,4,Medium,High,1,61,64,73,76,63,52
152747,/player/152747/aaron-lennon/220069/,A. Lennon,Aaron Lennon,34,England,Burnley,[England] Premier Le,RM,74,63kg / 139lbs,Right,74,RM,0,"Aug 25, 2021",N/A,€2M,€30K,€3.8M,298,74,58,26,72,68,334,79,66,53,64,72,404,80,77,81,73,93,302,64,60,68,53,57,311,55,50,72,72,62,73,147,54,50,43,55,14,7,16,11,1851,391,3,3,High,Medium,2,78,60,70,77,48,58
169792,/player/169792/jay-rodriguez/220069/,J. Rodriguez,Jay Rodriguez,31,England,Burnley,[England] Premier Le,ST,74,84kg / 185lbs,Right,74,ST,0,"Jul 9, 2019",N/A,€3.6M,€33K,€6.8M,364,68,75,76,69,76,321,73,69,39,66,74,342,65,69,69,75,64,373,78,78,68,73,76,312,45,44,75,70,78,77,99,48,30,21,63,12,12,14,9,1874,391,4,3,High,Medium,2,67,76,67,73,42,66
170084,/player/170084/wayne-hennessey/220069/,W. Hennessey,Wayne Hennessey,34,Wales,Burnley,[England] Premier Le,GK,74,90kg / 198lbs,Right,74,GK,0,"Jul 20, 2021",N/A,€725K,€22K,€1.4M,76,11,12,14,29,10,95,8,12,11,41,23,246,40,41,48,66,51,206,58,41,29,68,10,132,21,22,14,58,17,55,44,13,18,13,372,76,74,74,71,1171,412,3,1,Medium,Medium,2,76,74,77,71,40,74
173546,/player/173546/james-tomkins/220069/,J. Tomkins,James Tomkins,32,England,Crystal Palace,[England] Premier Le,CB,74,74kg / 163lbs,Right,74,CB,0,"Jul 5, 2016",N/A,€2.7M,€39K,€5.1M,246,45,29,76,68,28,225,44,33,31,60,57,214,34,33,30,73,44,256,40,73,34,80,29,291,81,75,38,54,43,70,229,76,76,77,48,11,8,9,14,1509,314,3,2,Low,Medium,2,33,32,56,49,76,68
184037,/player/184037/martin-kelly/220069/,M. Kelly,Martin Kelly,31,England,Crystal Palace,[England] Premier Le,CB,74,77kg / 170lbs,Right,74,CB,0,"Aug 14, 2014",N/A,€2.9M,€39K,€5.5M,288,66,38,77,68,39,284,58,60,35,64,67,276,49,51,53,74,49,279,61,70,33,77,38,283,71,73,42,39,58,72,225,75,76,74,41,7,11,7,8,1676,353,3,2,Low,Medium,2,50,44,59,61,75,64
186392,/player/186392/joel-ward/220069/,J. Ward,Joel Ward,31,England,Crystal Palace,[England] Premier Le,RB,74,83kg / 183lbs,Right,74,RB,0,"May 28, 2012",N/A,€3.1M,€39K,€5.9M,296,73,46,74,70,33,279,64,43,34,69,69,301,52,55,62,74,58,328,64,65,69,71,59,322,74,78,64,66,40,72,230,77,76,77,43,8,7,10,11,1799,387,3,3,Medium,High,1,54,52,67,66,77,71
186146,/player/186146/danny-welbeck/220069/,D. Welbeck,Danny Welbeck,30,England,Brighton & Hove Albion,[England] Premier Le,ST,74,73kg / 161lbs,Right,74,ST,0,"Oct 18, 2020",N/A,€4.1M,€49K,€7.8M,356,69,75,78,66,68,336,73,61,62,64,76,347,70,75,70,71,61,338,76,79,50,70,63,322,75,32,77,70,68,75,114,43,38,33,53,9,10,12,16,1866,393,3,3,High,High,2,73,72,67,73,42,66
