sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
194806,/player/194806/craig-dawson/180084/,C. Dawson,Craig Dawson,27,England,West Bromwich Albion,[England] Premier Le,CB,75,85kg / 187lbs,Right,75,CB,0,"Aug 31, 2010",N/A,€5.5M,€50K,€10.5M,283,68,49,81,65,20,251,55,45,24,60,67,310,62,67,62,69,50,312,57,83,81,77,14,321,74,74,56,51,66,68,229,76,78,75,34,7,8,7,5,1740,382,2,2,Medium,Medium,2,65,43,59,60,77,78
163418,/player/163418/younes-kaboul/180084/,Y. Kaboul,Younès Kaboul,31,France,Watford,[England] Premier Le,CB,75,87kg / 192lbs,Right,74,CB,0,"Aug 19, 2016",N/A,€4.5M,€40K,€8.5M,255,56,21,80,64,34,252,52,44,43,54,59,262,46,57,53,60,46,354,75,78,60,85,56,311,81,74,51,51,54,65,221,72,75,74,45,9,14,9,6,1700,357,3,2,High,Medium,2,52,43,56,54,74,78
178091,/player/178091/stefano-okaka/180084/,S. Okaka,Stefano Okaka,27,Italy,Watford,[England] Premier Le,ST,75,90kg / 198lbs,Right,74,ST,0,"Sep 1, 2016",N/A,€7M,€50K,€13.3M,339,50,72,81,70,66,285,73,58,48,29,77,313,65,74,57,70,47,390,81,76,73,93,67,292,73,21,70,62,66,71,60,15,25,20,34,7,7,5,8,1713,379,3,2,High,High,2,70,72,57,71,26,83
189067,/player/189067/miguel-angel-britos/180084/,M. Britos,Miguel Angel Britos,31,Uruguay,Watford,[England] Premier Le,CB,75,85kg / 187lbs,Left,74,CB,0,"Jul 22, 2015",N/A,€4.5M,€40K,€8.5M,237,43,37,75,60,22,268,47,47,52,64,58,266,48,51,49,64,54,285,30,83,62,79,31,258,77,75,24,31,51,66,226,74,77,75,57,12,13,10,11,1597,336,3,2,Medium,Medium,2,50,34,50,52,75,75
190324,/player/190324/christian-kabasele/180084/,C. Kabasele,Christian Kabasele,26,Belgium,Watford,[England] Premier Le,CB,78,84kg / 185lbs,Right,74,CB,3,"Jul 1, 2016",N/A,€7M,€40K,€13.8M,285,47,49,77,60,52,241,59,34,27,57,64,338,71,74,63,71,59,336,57,79,75,81,44,297,76,74,58,36,53,64,226,73,75,78,61,14,11,14,16,1784,387,3,2,Medium,High,1,73,50,49,62,75,78
193062,/player/193062/marvin-zeegelaar/180084/,M. Zeegelaar,Marvin Zeegelaar,26,Netherlands,Watford,[England] Premier Le,LWB,76,82kg / 181lbs,Left,74,LWB,1,"Aug 31, 2017",N/A,€6.5M,€40K,€12.8M,317,75,62,55,67,58,328,74,68,52,59,75,349,76,81,68,71,53,370,76,66,81,83,64,337,71,72,74,67,53,68,221,71,75,75,60,12,15,11,10,1982,434,3,3,High,Medium,1,79,65,67,73,71,79
200478,/player/200478/jeff-hendrick/180084/,J. Hendrick,Jeff Hendrick,25,Republic of Ireland,Burnley,[England] Premier Le,CM,77,84kg / 185lbs,Right,75,CM,2,"Aug 31, 2016",N/A,€8M,€50K,€15.8M,350,70,67,68,77,68,364,76,73,64,76,75,365,74,70,71,73,77,374,74,76,81,74,69,359,75,75,72,74,63,74,208,68,71,69,50,12,6,9,14,2070,436,3,3,Medium,High,1,72,69,74,75,70,76
186190,/player/186190/patrick-van-aanholt/180084/,P. van Aanholt,Patrick van Aanholt,26,Netherlands,Crystal Palace,[England] Premier Le,LB,76,67kg / 148lbs,Left,74,LB,1,"Jan 30, 2017",N/A,€6.5M,€40K,€12.8M,316,64,64,60,71,57,331,75,49,61,74,72,405,88,89,80,70,78,371,70,86,84,65,66,331,75,69,74,67,46,65,217,66,75,76,45,9,15,8,6,2016,440,2,3,High,Medium,1,89,65,68,75,70,73
213666,/player/213666/ruben-loftus-cheek/180084/,R. Loftus-Cheek,Ruben Loftus-Cheek,21,England,Crystal Palace,[England] Premier Le,CAM,84,83kg / 183lbs,Right,75,CAM,9,"Jun 3, 2013","Jun 30, 2018",€10.5M,€40K,€0,292,59,63,58,81,31,316,80,47,31,80,78,342,71,74,72,58,67,342,64,59,77,82,60,328,72,57,76,78,45,73,188,60,67,61,58,11,7,15,13,1866,422,3,3,Medium,Low,1,73,61,72,77,61,78
158372,/player/158372/ibrahim-afellay/180084/,I. Afellay,Ibrahim Afellay,31,Netherlands,Stoke City,[England] Premier Le,CAM,75,76kg / 168lbs,Right,74,CAM,0,"Jul 27, 2015",N/A,€6M,€60K,€11.4M,339,75,68,46,78,72,382,77,80,75,72,78,368,74,71,74,72,77,343,74,73,65,62,69,335,59,62,70,74,70,76,161,36,67,58,51,14,7,12,8,1979,412,4,4,Medium,Medium,2,72,70,76,77,54,63
178567,/player/178567/erik-pieters/180084/,E. Pieters,Erik Pieters,28,Netherlands,Stoke City,[England] Premier Le,CB,75,84kg / 185lbs,Left,77,CB,0,"Jul 1, 2013",N/A,€5.5M,€50K,€10.5M,283,69,32,75,73,34,335,70,76,56,62,71,332,69,69,62,70,62,322,51,72,80,83,36,356,88,79,64,66,59,66,228,74,77,77,61,16,15,12,10,1917,405,3,2,Medium,High,2,69,40,68,69,76,83
186672,/player/186672/geoff-cameron/180084/,G. Cameron,Geoff Cameron,31,United States,Stoke City,[England] Premier Le,CB,75,84kg / 185lbs,Right,77,CB,0,"Aug 1, 2012",N/A,€4.5M,€50K,€8.5M,317,63,51,75,74,54,329,69,68,60,60,72,315,60,63,62,72,58,360,64,79,79,82,56,356,82,77,63,71,63,80,231,75,79,77,53,7,16,10,14,1961,413,3,2,Medium,Medium,2,62,56,68,69,77,81
202151,/player/202151/konstantinos-stafylidis/180084/,K. Stafylidis,Konstantinos Stafylidis,23,Greece,Stoke City,[England] Premier Le,LWB,79,73kg / 161lbs,Left,74,LWB,4,"Aug 20, 2015","Jun 30, 2018",€7M,€40K,€0,317,77,48,51,73,68,378,72,76,81,74,75,381,77,79,73,74,78,389,89,70,72,73,85,277,85,64,41,41,46,66,232,74,78,80,57,11,7,10,14,2031,430,3,2,High,Medium,1,78,64,68,73,72,75
204904,/player/204904/moritz-bauer/180084/,M. Bauer,Moritz Bauer,25,Austria,Stoke City,[England] Premier Le,RB,78,74kg / 163lbs,Right,75,RB,3,"Jan 9, 2018",N/A,€7M,€50K,€13.8M,274,77,34,61,70,32,347,75,73,60,69,70,386,80,86,72,77,71,336,61,72,78,68,57,326,72,70,67,65,52,73,220,71,74,75,53,14,13,7,9,1942,415,3,2,High,High,1,83,46,70,73,71,72
209997,/player/209997/kevin-wimmer/180084/,K. Wimmer,Kevin Wimmer,24,Austria,Stoke City,[England] Premier Le,CB,80,85kg / 187lbs,Left,74,CB,5,"Aug 29, 2017",N/A,€7.5M,€40K,€14.8M,242,48,21,74,72,27,252,64,24,28,70,66,302,53,58,59,71,61,273,40,64,65,79,25,279,74,76,35,59,35,69,227,74,77,76,61,13,10,12,11,1636,357,3,2,Medium,Medium,2,56,27,60,64,76,74
233601,/player/233601/ramadan-sobhi/180084/,R. Sobhi,Ramadan Sobhi,20,Egypt,Stoke City,[England] Premier Le,CAM,82,75kg / 165lbs,Right,74,CAM,7,"Jul 26, 2016",N/A,€9.5M,€40K,€20M,333,71,61,63,77,61,361,81,70,63,67,80,366,78,76,76,66,70,332,65,59,72,71,65,308,57,38,73,75,65,75,141,45,47,49,62,12,13,12,10,1903,406,4,4,High,High,1,77,63,73,79,46,68
170597,/player/170597/tim-krul/180084/,T. Krul,Tim Krul,29,Netherlands,Brighton & Hove Albion,[England] Premier Le,GK,75,74kg / 163lbs,Left,74,GK,0,"Sep 20, 2017",N/A,€4.5M,€30K,€8.5M,95,13,11,19,36,16,91,13,13,15,25,25,260,50,35,61,72,42,205,23,69,39,60,14,163,39,22,16,44,42,67,46,15,17,14,368,75,76,74,75,1228,410,2,1,Medium,Medium,2,75,76,68,75,42,74
182184,/player/182184/dale-stephens/180084/,D. Stephens,Dale Stephens,28,England,Brighton & Hove Albion,[England] Premier Le,CDM,75,71kg / 157lbs,Right,75,CDM,0,"Jan 30, 2014",N/A,€6.5M,€50K,€12.4M,346,70,63,65,79,69,344,68,67,61,76,72,337,64,63,69,75,66,380,67,89,84,70,70,340,80,75,67,74,44,80,217,71,75,71,57,11,15,13,10,2021,420,3,2,Medium,High,1,63,65,74,70,72,76
192838,/player/192838/ezequiel-schelotto/180084/,E. Schelotto,Ezequiel Schelotto,28,Italy,Brighton & Hove Albion,[England] Premier Le,RB,75,77kg / 170lbs,Right,75,RB,0,"Aug 31, 2017",N/A,€5.5M,€40K,€10.5M,317,74,52,64,68,59,332,71,67,57,65,72,365,74,82,71,73,65,379,75,72,90,75,67,347,85,73,73,62,54,66,218,68,74,76,42,11,11,5,9,2000,429,3,3,High,Medium,1,78,61,67,71,71,81
172553,/player/172553/jonas-lossl/180084/,J. Lössl,Jonas Lössl,28,Denmark,Huddersfield Town,[England] Premier Le,GK,76,88kg / 194lbs,Right,74,GK,1,"Jul 1, 2018",N/A,€5.5M,€30K,€11.4M,89,14,12,17,35,11,100,15,14,13,39,19,197,29,34,32,72,30,180,22,51,25,67,15,112,17,20,10,53,12,30,40,12,13,15,366,74,77,71,77,1084,398,2,1,Medium,Medium,1,74,77,67,77,32,71
183491,/player/183491/mathias-jorgensen/180084/,M. Jørgensen,Mathias Jørgensen,27,Denmark,Huddersfield Town,[England] Premier Le,CB,77,85kg / 187lbs,Right,74,CB,2,"Jul 7, 2017",N/A,€6.5M,€40K,€13.5M,267,47,34,76,70,40,225,46,30,26,62,61,324,66,72,62,69,55,325,61,73,78,83,30,292,81,73,46,65,27,71,218,71,76,71,61,16,9,14,13,1712,375,3,2,Medium,High,1,69,39,59,54,73,81
183546,/player/183546/jonathan-hogg/180084/,J. Hogg,Jonathan Hogg,28,England,Huddersfield Town,[England] Premier Le,CDM,75,73kg / 161lbs,Right,74,CDM,0,"Jul 29, 2013",N/A,€5.5M,€40K,€11M,303,58,54,64,74,53,291,67,46,41,69,68,353,73,68,67,73,72,347,61,66,91,75,54,321,85,74,58,63,41,70,220,68,77,75,52,6,8,14,11,1887,411,3,3,Medium,High,1,70,55,65,68,72,81
212933,/player/212933/laurent-depoitre/180084/,L. Depoitre,Laurent Depoitre,28,Belgium,Huddersfield Town,[England] Premier Le,ST,75,91kg / 201lbs,Right,74,ST,0,"Jul 1, 2017",N/A,€7M,€50K,€14M,337,42,74,82,70,69,270,64,46,29,59,72,286,56,68,40,72,50,382,77,70,82,90,63,313,77,32,77,65,62,68,99,15,46,38,50,7,16,9,12,1737,379,3,2,High,High,1,63,72,59,64,37,84
105846,/player/105846/artur-boruc/180084/,A. Boruc,Artur Boruc,37,Poland,AFC Bournemouth,[England] Premier Le,GK,75,87kg / 192lbs,Right,74,GK,0,"Jul 1, 2015",N/A,€450K,€30K,€855K,72,12,11,11,25,13,98,14,13,19,34,18,226,37,39,40,70,40,209,21,73,31,69,15,141,38,25,17,40,21,65,53,13,20,20,363,75,73,77,76,1162,401,3,1,Medium,Medium,2,75,73,62,76,38,77
169638,/player/169638/charlie-daniels/180084/,C. Daniels,Charlie Daniels,30,England,AFC Bournemouth,[England] Premier Le,LB,75,75kg / 165lbs,Left,74,LB,0,"Jan 1, 2012",N/A,€4.8M,€50K,€9.1M,318,74,54,64,73,53,352,74,67,68,69,74,367,77,75,73,70,72,348,69,78,79,72,50,336,51,71,71,71,72,69,222,72,76,74,56,14,16,6,7,1999,422,3,2,High,Medium,1,76,58,72,74,72,70
189446,/player/189446/junior-stanislas/180084/,J. Stanislas,Junior Stanislas,27,England,AFC Bournemouth,[England] Premier Le,RM,75,76kg / 168lbs,Right,74,RM,0,"Jul 1, 2014",N/A,€7M,€60K,€13.3M,310,71,71,43,74,51,365,74,71,77,66,77,370,77,83,79,68,63,322,71,48,76,58,69,300,36,60,70,73,61,67,78,22,27,29,40,13,8,7,6,1785,388,3,4,High,Medium,1,80,69,72,75,34,58
190885,/player/190885/adam-smith/180084/,A. Smith,Adam Smith,26,England,AFC Bournemouth,[England] Premier Le,RWB,76,78kg / 172lbs,Right,74,RWB,1,"Jan 28, 2014",N/A,€6.5M,€50K,€12.8M,293,73,43,60,74,43,339,76,60,66,63,74,374,79,78,74,73,70,340,72,53,78,69,68,322,66,71,68,69,48,72,223,73,76,74,47,8,9,9,6,1938,420,3,3,High,Medium,1,78,55,70,75,72,70
224294,/player/224294/lewis-cook/180084/,L. Cook,Lewis Cook,20,England,AFC Bournemouth,[England] Premier Le,CM,84,71kg / 157lbs,Right,74,CM,9,"Jul 8, 2016",N/A,€10M,€40K,€21M,289,59,56,48,77,49,362,77,66,65,74,80,373,76,69,77,71,80,320,60,60,77,63,60,331,79,68,67,72,45,72,203,62,72,69,61,6,15,15,13,1939,414,4,3,Medium,Medium,1,72,57,71,78,66,70
184472,/player/184472/martin-olsson/180084/,M. Olsson,Martin Olsson,29,Sweden,Swansea City,[England] Premier Le,LB,75,81kg / 179lbs,Left,74,LB,0,"Jan 17, 2017",N/A,€5M,€50K,€9.5M,322,69,55,64,69,65,325,72,64,53,66,70,374,79,84,74,73,64,370,75,73,86,72,64,327,74,69,69,66,49,72,223,74,76,73,48,11,9,9,12,1989,431,2,3,High,Medium,2,82,62,67,71,73,76
192362,/player/192362/luciano-narsingh/180084/,L. Narsingh,Luciano Narsingh,26,Netherlands,Swansea City,[England] Premier Le,RM,75,77kg / 170lbs,Right,75,RM,0,"Jan 12, 2017",N/A,€7M,€60K,€13.3M,319,76,70,40,71,62,322,76,69,59,42,76,413,91,91,80,74,77,289,65,34,71,65,54,251,28,20,73,72,58,71,69,19,28,22,46,10,8,8,6,1709,381,3,4,Medium,Low,2,91,65,67,76,24,58
208534,/player/208534/alfie-mawson/180084/,A. Mawson,Alfie Mawson,23,England,Swansea City,[England] Premier Le,CB,84,87kg / 192lbs,Right,74,CB,9,"Aug 30, 2016",N/A,€9M,€40K,€18.9M,265,23,52,79,66,45,230,56,22,24,63,65,280,57,56,50,66,51,302,53,78,65,85,21,236,69,74,25,36,32,67,221,76,73,72,62,14,12,14,10,1596,355,3,2,Medium,High,1,56,43,47,58,75,76
230767,/player/230767/renato-junior-luz-sanches/180084/,Renato Sanches,Renato Júnior Luz Sanches,19,Portugal,Swansea City,[England] Premier Le,CAM,84,70kg / 154lbs,Right,74,CAM,9,"Jul 1, 2016","Jun 30, 2018",€10M,€30K,€0,333,60,65,64,76,68,351,77,59,68,70,77,392,79,78,78,72,85,403,85,79,86,76,77,364,90,69,70,67,68,67,206,72,70,64,50,5,12,13,14,2099,446,4,3,High,High,3,78,72,69,77,69,81
163873,/player/163873/eduardo-dos-reis-carvalho/180084/,Eduardo,Eduardo dos Reis Carvalho,34,Portugal,Chelsea,[England] Premier Le,GK,74,88kg / 194lbs,Right,73,GK,0,"Aug 25, 2016",N/A,€2.3M,€60K,€4.2M,78,13,20,12,22,11,100,11,11,14,32,32,262,42,41,58,64,57,216,38,73,18,69,18,138,28,22,11,40,37,51,53,13,20,20,366,73,73,76,73,1213,407,3,1,Medium,Medium,2,73,73,71,73,41,76
195668,/player/195668/joel-robles-blazquez/180084/,Joel Robles,Joel Robles Blázquez,27,Spain,Everton,[England] Premier Le,GK,75,90kg / 198lbs,Right,73,GK,1,"Jul 9, 2013",N/A,€4.4M,€60K,€8.6M,63,12,11,12,15,13,97,15,11,20,26,25,243,46,50,43,65,39,205,36,64,25,69,11,114,23,22,13,41,15,35,40,15,11,14,369,78,69,70,77,1131,417,2,1,Medium,Medium,1,78,69,75,77,48,70
230005,/player/230005/tom-davies/180084/,T. Davies,Tom Davies,19,England,Everton,[England] Premier Le,CAM,84,70kg / 154lbs,Right,74,CAM,10,"Sep 20, 2015",N/A,€8.5M,€50K,€17.9M,305,66,64,56,79,40,330,76,48,55,74,77,365,74,73,77,68,73,337,70,57,83,71,56,329,81,60,70,76,42,75,177,55,64,58,56,11,12,14,10,1899,417,3,3,High,Medium,1,73,62,72,76,59,75
188556,/player/188556/mohamed-diame/180084/,M. Diamé,Mohamed Diamé,30,Senegal,Newcastle United,[England] Premier Le,CB,74,86kg / 190lbs,Right,75,CB,0,"Aug 3, 2016",N/A,€5M,€60K,€9.5M,344,63,64,72,76,69,318,76,69,29,69,75,358,71,75,73,70,69,393,85,72,81,82,73,356,81,78,68,66,63,73,219,65,81,73,58,16,13,9,7,2046,441,3,3,Medium,High,2,73,70,68,75,74,81
204355,/player/204355/paul-dummett/180084/,P. Dummett,Paul Dummett,25,Wales,Newcastle United,[England] Premier Le,CB,76,82kg / 181lbs,Left,74,CB,2,"Jul 1, 2010",N/A,€5.5M,€50K,€10.9M,277,61,41,72,70,33,306,65,54,52,68,67,346,66,69,64,71,76,304,40,75,80,74,35,300,74,75,56,52,43,62,232,77,76,79,63,15,11,11,13,1828,389,2,2,Medium,Medium,1,68,40,63,66,76,76
210972,/player/210972/javier-manquillo-gaitan/180084/,Manquillo,Javier Manquillo Gaitán,23,Spain,Newcastle United,[England] Premier Le,LB,79,76kg / 168lbs,Right,74,LB,5,"Jul 21, 2017",N/A,€6.5M,€40K,€12.8M,276,73,32,63,71,37,330,71,72,51,63,73,359,77,76,74,68,64,333,69,68,84,68,44,292,67,71,69,39,46,64,220,72,75,73,60,14,7,12,13,1870,399,3,2,High,Medium,1,76,45,63,71,72,72
189615,/player/189615/aaron-cresswell/180084/,A. Cresswell,Aaron Cresswell,27,England,West Ham United,[England] Premier Le,LWB,75,66kg / 146lbs,Left,76,LWB,1,"Jul 3, 2014",N/A,€5.5M,€70K,€10.9M,316,80,53,63,74,46,364,76,76,70,68,74,384,75,74,77,73,85,365,71,86,82,64,62,336,72,74,63,68,59,72,231,76,77,78,51,14,7,9,12,2047,428,3,2,High,Medium,2,74,59,73,76,75,71
137785,/player/137785/robert-huth/180084/,R. Huth,Robert Huth,32,Germany,Leicester City,[England] Premier Le,CB,74,99kg / 218lbs,Right,73,CB,0,"Jul 1, 2015",N/A,€3.2M,€50K,€6.1M,271,31,46,78,60,56,229,31,30,59,60,49,195,28,30,26,70,41,332,73,57,63,85,54,283,88,75,34,32,54,64,216,73,72,71,59,9,16,15,9,1585,319,3,2,Low,High,2,29,53,47,38,73,79
