sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning
169596,/player/169596/ryan-shawcross/180084/,R. Shawcross,Ryan Shawcross,29,England,Stoke City,[England] Premier Le,CB,78,76kg / 168lbs,Right,77,CB,0,"Jan 17, 2008",N/A,€8M,€70K,€15.2M,260,35,49,80,61,35,228,44,34,24,70,56,270,44,49,52,73,52,307,44,70,76,89,28,292,85,78,31,50,48,68,237,77,81,79,57,10,12,13,15,1651,354,3,2,Medium,High,2,47,42,52,50,79,84
183569,/player/183569/eric-maxim-choupo-moting/180084/,E. Choupo-Moting,Eric Maxim Choupo-Moting,28,Cameroon,Stoke City,[England] Premier Le,LM,78,91kg / 201lbs,Right,77,LM,0,"Aug 7, 2017",N/A,€10.5M,€70K,€20M,367,69,75,74,74,75,357,86,76,44,70,81,371,76,78,76,75,66,364,77,67,77,79,64,316,61,40,77,70,68,75,82,26,36,20,49,9,9,16,6,1906,412,4,4,High,Medium,2,77,73,70,82,36,74
184716,/player/184716/joe-allen/180084/,J. Allen,Joe Allen,27,Wales,Stoke City,[England] Premier Le,CM,78,62kg / 137lbs,Right,77,CM,0,"Jul 26, 2016",N/A,€10.5M,€70K,€20M,332,74,70,52,82,54,351,79,68,54,73,77,395,71,68,82,83,91,358,67,81,90,60,60,363,81,77,71,74,60,83,214,68,75,71,49,10,13,6,8,2062,434,3,3,High,High,2,69,66,75,80,71,73
204311,/player/204311/kurt-zouma/180084/,K. Zouma,Kurt Zouma,22,France,Stoke City,[England] Premier Le,CB,85,96kg / 212lbs,Right,77,CB,7,"Jan 31, 2014","Jun 30, 2018",€12.5M,€50K,€0,283,49,47,77,63,47,290,50,60,59,58,63,310,64,72,49,72,53,364,63,88,74,90,49,327,84,74,53,57,59,67,233,75,79,79,59,14,14,9,15,1866,395,3,2,Medium,Medium,2,68,52,58,55,77,85
190765,/player/190765/pascal-gross/180084/,P. Groß,Pascal Groß,26,Germany,Brighton & Hove Albion,[England] Premier Le,CM,80,78kg / 172lbs,Right,78,CM,2,"Jul 1, 2017",N/A,€12.5M,€50K,€24.7M,353,82,70,53,83,65,392,76,82,77,81,76,350,65,67,69,76,73,383,74,72,90,74,73,358,66,71,72,84,65,78,185,58,64,63,65,8,15,16,11,2086,432,4,3,High,High,2,66,71,82,75,62,76
199005,/player/199005/mathew-ryan/180084/,M. Ryan,Mathew Ryan,25,Australia,Brighton & Hove Albion,[England] Premier Le,GK,81,82kg / 181lbs,Right,77,GK,3,"Jul 1, 2017",N/A,€9M,€40K,€17.8M,103,23,11,14,40,15,117,13,23,12,45,24,281,53,52,53,73,50,233,35,78,34,68,18,162,36,23,10,68,25,56,53,16,20,17,392,78,74,76,80,1341,444,4,1,Medium,Medium,1,78,74,84,80,52,76
219411,/player/219411/jose-izquierdo/180084/,J. Izquierdo,José Izquierdo,24,Colombia,Brighton & Hove Albion,[England] Premier Le,LM,80,75kg / 165lbs,Right,78,LM,2,"Aug 16, 2017",N/A,€13M,€50K,€25.7M,324,70,71,60,69,54,333,83,75,34,63,78,430,93,93,90,71,83,377,80,73,84,63,77,268,27,37,75,71,58,72,69,18,21,30,53,13,8,7,13,1854,405,3,4,High,High,2,93,73,67,82,28,62
194958,/player/194958/aaron-mooy/180084/,A. Mooy,Aaron Mooy,26,Australia,Huddersfield Town,[England] Premier Le,CM,79,78kg / 172lbs,Right,77,CM,1,"Jun 30, 2017",N/A,€12M,€50K,€24.9M,336,73,69,50,79,65,373,74,71,71,79,78,353,67,70,71,72,73,372,71,72,80,76,73,371,75,70,73,80,73,78,201,61,74,66,54,11,8,11,12,2060,434,3,3,Medium,Medium,1,69,70,77,75,66,77
50542,/player/50542/jermain-defoe/180084/,J. Defoe,Jermain Defoe,34,England,AFC Bournemouth,[England] Premier Le,ST,78,65kg / 143lbs,Right,77,ST,0,"Jun 29, 2017",N/A,€5.5M,€70K,€10.5M,354,54,87,65,66,82,325,74,63,68,43,77,387,74,67,81,78,87,357,84,70,65,59,79,305,62,19,85,65,74,82,55,24,20,11,52,7,14,10,13,1835,377,4,3,Medium,Low,2,70,84,60,76,25,62
208920,/player/208920/nathan-ake/180084/,N. Aké,Nathan Aké,22,Netherlands,AFC Bournemouth,[England] Premier Le,CB,85,75kg / 165lbs,Left,77,CB,7,"Jun 30, 2017",N/A,€12.5M,€50K,€26.3M,303,63,41,72,75,52,328,65,62,59,72,70,365,75,76,69,79,66,353,63,82,76,76,56,299,70,78,48,55,48,72,237,78,80,79,50,10,7,16,10,1935,414,3,2,Medium,High,1,76,50,67,68,78,75
